Result of /data/leuven/370/vsc37064/new_queries_named_graph_type_split/query_3.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
work                                                                              title                                                                             abstract
http://w3id.org/mlsea/pwc/scientificWork/%5BLions%3A%201%5D%20and%20%5BTigers%3A%202%5D%20and%20%5BBears%3A%203%5D%2C%20Oh%20My%21%20Literary%20Coreference%20Annotation%20with%20LLMs                                                                                  [Lions: 1] and [Tigers: 2] and [Bears: 3], Oh My! Literary Coreference Annotation with LLMs                                                                                  Coreference annotation and resolution is a vital component of computational literary studies. However, it has previously been difficult to build high quality systems for fiction. Coreference requires complicated structured outputs, and literary text involves subtle inferences and highly varied language. New language-model-based seq2seq systems present the opportunity to solve both these problems by learning to directly generate a copy of an input sentence with markdown-like annotations. We create, evaluate, and release several trained models for coreference, as well as a workflow for training new models.
http://w3id.org/mlsea/pwc/scientificWork/%60Eyes%20of%20a%20Hawk%20and%20Ears%20of%20a%20Fox%27%3A%20Part%20Prototype%20Network%20for%20Generalized%20Zero-Shot%20Learning                                                                                  `Eyes of a Hawk and Ears of a Fox': Part Prototype Network for Generalized Zero-Shot Learning                                                                                  Current approaches in Generalized Zero-Shot Learning (GZSL) are built upon base models which consider only a single class attribute vector representation over the entire image. This is an oversimplification of the process of novel category recognition, where different regions of the image may have properties from different seen classes and thus have different predominant attributes. With this in mind, we take a fundamentally different approach: a pre-trained Vision-Language detector (VINVL) sensitive to attribute information is employed to efficiently obtain region features. A learned function maps the region features to region-specific attribute attention used to construct class part prototypes. We conduct experiments on a popular GZSL benchmark consisting of the CUB, SUN, and AWA2 datasets where our proposed Part Prototype Network (PPN) achieves promising results when compared with other popular base models. Corresponding ablation studies and analysis show that our approach is highly practical and has a distinct advantage over global attribute attention when localized proposals are available.
http://w3id.org/mlsea/pwc/scientificWork/%60Keep%20it%20Together%27%3A%20Enforcing%20Cohesion%20in%20Extractive%20Summaries%20by%20Simulating%20Human%20Memory                                                                                  `Keep it Together': Enforcing Cohesion in Extractive Summaries by Simulating Human Memory                                                                                  Extractive summaries are usually presented as lists of sentences with no expected cohesion between them. In this paper, we aim to enforce cohesion whilst controlling for informativeness and redundancy in summaries, in cases where the input exhibits high redundancy. The pipeline controls for redundancy in long inputs as it is consumed, and balances informativeness and cohesion during sentence selection. Our sentence selector simulates human memory to keep track of topics --modeled as lexical chains--, enforcing cohesive ties between noun phrases. Across a variety of domains, our experiments revealed that it is possible to extract highly cohesive summaries that nevertheless read as informative to humans as summaries extracted by only accounting for informativeness or redundancy. The extracted summaries exhibit smooth topic transitions between sentences as signaled by lexical chains, with chains spanning adjacent or near-adjacent sentences.
http://w3id.org/mlsea/pwc/scientificWork/%C2%A9Plug-in%20Authorization%20for%20Human%20Content%20Copyright%20Protection%20in%20Text-to-Image%20Model                                                                                  ©Plug-in Authorization for Human Content Copyright Protection in Text-to-Image Model                                                                                  This paper addresses the contentious issue of copyright infringement in images generated by text-to-image models, sparking debates among AI developers, content creators, and legal entities. State-of-the-art models create high-quality content without crediting original creators, causing concern in the artistic community. To mitigate this, we propose the copyright Plug-in Authorization framework, introducing three operations: addition, extraction, and combination. Addition involves training a copyright plug-in for specific copyright, facilitating proper credit attribution. Extraction allows creators to reclaim copyright from infringing models, and combination enables users to merge different copyright plug-ins. These operations act as permits, incentivizing fair use and providing flexibility in authorization. We present innovative approaches,'Reverse LoRA' for extraction and 'EasyMerge' for seamless combination. Experiments in artist-style replication and cartoon IP recreation demonstrate copyright plug-ins' effectiveness, offering a valuable solution for human copyright protection in the age of generative AIs.
http://w3id.org/mlsea/pwc/scientificWork/%C3%89liv%C3%A1gar%3A%20Efficient%20Quantum%20Circuit%20Search%20for%20Classification                                                                                  Élivágar: Efficient Quantum Circuit Search for Classification                                                                                  Designing performant and noise-robust circuits for Quantum Machine Learning (QML) is challenging -- the design space scales exponentially with circuit size, and there are few well-supported guiding principles for QML circuit design. Although recent Quantum Circuit Search (QCS) methods attempt to search for performant QML circuits that are also robust to hardware noise, they directly adopt designs from classical Neural Architecture Search (NAS) that are misaligned with the unique constraints of quantum hardware, resulting in high search overheads and severe performance bottlenecks. We present 'Eliv 'agar, a novel resource-efficient, noise-guided QCS framework. 'Eliv 'agar innovates in all three major aspects of QCS -- search space, search algorithm and candidate evaluation strategy -- to address the design flaws in current classically-inspired QCS methods. 'Eliv 'agar achieves hardware-efficiency and avoids an expensive circuit-mapping co-search via noise- and device topology-aware candidate generation. By introducing two cheap-to-compute predictors, Clifford noise resilience and Representational capacity, 'Eliv 'agar decouples the evaluation of noise robustness and performance, enabling early rejection of low-fidelity circuits and reducing circuit evaluation costs. Due to its resource-efficiency, 'Eliv 'agar can further search for data embeddings, significantly improving performance. Based on a comprehensive evaluation of 'Eliv 'agar on 12 real quantum devices and 9 QML applications, 'Eliv 'agar achieves 5.3% higher accuracy and a 271$ times$ speedup compared to state-of-the-art QCS methods.
http://w3id.org/mlsea/pwc/scientificWork/100%20Gbps%20Indoor%20Access%20and%204.8%20Gbps%20Outdoor%20Point-to-Point%20LiFi%20Transmission%20Systems%20using%20Laser-based%20Light%20Sources                                                                                  100 Gbps Indoor Access and 4.8 Gbps Outdoor Point-to-Point LiFi Transmission Systems using Laser-based Light Sources                                                                                  In this paper, we demonstrate the communication capabilities of light-fidelity (LiFi) systems based on highbrightness and high-bandwidth integrated laser-based sources in a surface mount device (SMD) packaging platform. The laserbased source is able to deliver 450 lumens of white light illumination and the resultant light brightness is over 1000 cd mm2. It is demonstrated that a wavelength division multiplexing (WDM) LiFi system with ten parallel channels is able to deliver over 100 Gbps data rate with the assistance of Volterra filter-based nonlinear equalisers. In addition, an aggregated transmission data rate of 4.8 Gbps has been achieved over a link distance of 500 m with the same type of SMD light source. This work demonstrates the scalability of LiFi systems that employ laserbased light sources, particularly in their capacity to enable highspeed short range, as well as long-range data transmission.
http://w3id.org/mlsea/pwc/scientificWork/2-Cats%3A%202D%20Copula%20Approximating%20Transforms                                                                                  2-Cats: 2D Copula Approximating Transforms                                                                                  Copulas are powerful statistical tools for capturing dependencies across multiple data dimensions. Applying Copulas involves estimating independent marginals, a straightforward task, followed by the much more challenging task of determining a single copulating function, $C$, that links these marginals. For bivariate data, a copula takes the form of a two-increasing function $C: (u,v) in mathbb{I}^2 rightarrow mathbb{I}$, where $ mathbb{I} = [0, 1]$. In this paper, we propose 2-Cats, a Neural Network (NN) model that learns two-dimensional Copulas while preserving their key properties, without relying on specific Copula families (e.g., Archimedean). Furthermore, we introduce a training strategy inspired by the literature on Physics-Informed Neural Networks and Sobolev Training. Our proposed method exhibits superior performance compared to the state-of-the-art across various datasets while maintaining the fundamental mathematical properties of a Copula.
http://w3id.org/mlsea/pwc/scientificWork/2D%20Gaussian%20Splatting%20for%20Geometrically%20Accurate%20Radiance%20Fields                                                                                  2D Gaussian Splatting for Geometrically Accurate Radiance Fields                                                                                  3D Gaussian Splatting (3DGS) has recently revolutionized radiance field reconstruction, achieving high quality novel view synthesis and fast rendering speed without baking. However, 3DGS fails to accurately represent surfaces due to the multi-view inconsistent nature of 3D Gaussians. We present 2D Gaussian Splatting (2DGS), a novel approach to model and reconstruct geometrically accurate radiance fields from multi-view images. Our key idea is to collapse the 3D volume into a set of 2D oriented planar Gaussian disks. Unlike 3D Gaussians, 2D Gaussians provide view-consistent geometry while modeling surfaces intrinsically. To accurately recover thin surfaces and achieve stable optimization, we introduce a perspective-accurate 2D splatting process utilizing ray-splat intersection and rasterization. Additionally, we incorporate depth distortion and normal consistency terms to further enhance the quality of the reconstructions. We demonstrate that our differentiable renderer allows for noise-free and detailed geometry reconstruction while maintaining competitive appearance quality, fast training speed, and real-time rendering. Our code will be made publicly available.
http://w3id.org/mlsea/pwc/scientificWork/3-D%20Position%20Optimization%20of%20Solar-Powered%20Hovering%20UAV%20Relay%20in%20Optical%20Wireless%20Backhaul                                                                                  3-D Position Optimization of Solar-Powered Hovering UAV Relay in Optical Wireless Backhaul                                                                                  A major hurdle in widespread deployment of UAVs (unmanned aerial vehicle) in existing communications infrastructure is the limited UAV onboard energy. Therefore, this study considers solar energy harvesting UAVs for wireless communications. In this context, we consider three dimensional position optimization of a solar-powered UAV relay that connects a distant sensor field to an optical ground station (OGS) for data processing. The integrated sensor-UAV-OGS network utilizes radio frequency band for sensor-to-UAV links and the optical band for the UAV-to-OGS feeder link. Since atmospheric conditions affect both the harvested solar energy as well as the optical wireless signal, this study tackles UAV position optimization problems under various channel conditions such as clouds, atmospheric turbulence and dirt. From this study, we discover that the optimum position of the UAV -- that maximizes the end-to-end channel capacity -- is heavily dependent on the atmospheric channel conditions.
http://w3id.org/mlsea/pwc/scientificWork/3D%20Human%20Scan%20With%20A%20Moving%20Event%20Camera                                                                                  3D Human Scan With A Moving Event Camera                                                                                  Capturing a 3D human body is one of the important tasks in computer vision with a wide range of applications such as virtual reality and sports analysis. However, conventional frame cameras are limited by their temporal resolution and dynamic range, which imposes constraints in real-world application setups. Event cameras have the advantages of high temporal resolution and high dynamic range (HDR), but the development of event-based methods is necessary to handle data with different characteristics. This paper proposes a novel event-based method for 3D pose estimation and human mesh recovery. Prior work on event-based human mesh recovery require frames (images) as well as event data. The proposed method solely relies on events; it carves 3D voxels by moving the event camera around a stationary body, reconstructs the human pose and mesh by attenuated rays, and fit statistical body models, preserving high-frequency details. The experimental results show that the proposed method outperforms conventional frame-based methods in the estimation accuracy of both pose and body mesh. We also demonstrate results in challenging situations where a conventional camera has motion blur. This is the first to demonstrate event-only human mesh recovery, and we hope that it is the first step toward achieving robust and accurate 3D human body scanning from vision sensors. https://florpeng.github.io/event-based-human-scan/
http://w3id.org/mlsea/pwc/scientificWork/3D%20Object%20Detection%20and%20High-Resolution%20Traffic%20Parameters%20Extraction%20Using%20Low-Resolution%20LiDAR%20Data                                                                                  3D Object Detection and High-Resolution Traffic Parameters Extraction Using Low-Resolution LiDAR Data                                                                                  Traffic volume data collection is a crucial aspect of transportation engineering and urban planning, as it provides vital insights into traffic patterns, congestion, and infrastructure efficiency. Traditional manual methods of traffic data collection are both time-consuming and costly. However, the emergence of modern technologies, particularly Light Detection and Ranging (LiDAR), has revolutionized the process by enabling efficient and accurate data collection. Despite the benefits of using LiDAR for traffic data collection, previous studies have identified two major limitations that have impeded its widespread adoption. These are the need for multiple LiDAR systems to obtain complete point cloud information of objects of interest, as well as the labor-intensive process of annotating 3D bounding boxes for object detection tasks. In response to these challenges, the current study proposes an innovative framework that alleviates the need for multiple LiDAR systems and simplifies the laborious 3D annotation process. To achieve this goal, the study employed a single LiDAR system, that aims at reducing the data acquisition cost and addressed its accompanying limitation of missing point cloud information by developing a Point Cloud Completion (PCC) framework to fill in missing point cloud information using point density. Furthermore, we also used zero-shot learning techniques to detect vehicles and pedestrians, as well as proposed a unique framework for extracting low to high features from the object of interest, such as height, acceleration, and speed. Using the 2D bounding box detection and extracted height information, this study is able to generate 3D bounding boxes automatically without human intervention.
http://w3id.org/mlsea/pwc/scientificWork/3D%20Reconstruction%20of%20Interacting%20Multi-Person%20in%20Clothing%20from%20a%20Single%20Image                                                                                  3D Reconstruction of Interacting Multi-Person in Clothing from a Single Image                                                                                  This paper introduces a novel pipeline to reconstruct the geometry of interacting multi-person in clothing on a globally coherent scene space from a single image. The main challenge arises from the occlusion: a part of a human body is not visible from a single view due to the occlusion by others or the self, which introduces missing geometry and physical implausibility (e.g., penetration). We overcome this challenge by utilizing two human priors for complete 3D geometry and surface contacts. For the geometry prior, an encoder learns to regress the image of a person with missing body parts to the latent vectors; a decoder decodes these vectors to produce 3D features of the associated geometry; and an implicit network combines these features with a surface normal map to reconstruct a complete and detailed 3D humans. For the contact prior, we develop an image-space contact detector that outputs a probability distribution of surface contacts between people in 3D. We use these priors to globally refine the body poses, enabling the penetration-free and accurate reconstruction of interacting multi-person in clothing on the scene space. The results demonstrate that our method is complete, globally coherent, and physically plausible compared to existing methods.
http://w3id.org/mlsea/pwc/scientificWork/3D%20Vertebrae%20Measurements%3A%20Assessing%20Vertebral%20Dimensions%20in%20Human%20Spine%20Mesh%20Models%20Using%20Local%20Anatomical%20Vertebral%20Axes                                                                                  3D Vertebrae Measurements: Assessing Vertebral Dimensions in Human Spine Mesh Models Using Local Anatomical Vertebral Axes                                                                                  Vertebral morphological measurements are important across various disciplines, including spinal biomechanics and clinical applications, pre- and post-operatively. These measurements also play a crucial role in anthropological longitudinal studies, where spinal metrics are repeatedly documented over extended periods. Traditionally, such measurements have been manually conducted, a process that is time-consuming. In this study, we introduce a novel, fully automated method for measuring vertebral morphology using 3D meshes of lumbar and thoracic spine models.Our experimental results demonstrate the method's capability to accurately measure low-resolution patient-specific vertebral meshes with mean absolute error (MAE) of 1.09 mm and those derived from artificially created lumbar spines, where the average MAE value was 0.7 mm. Our qualitative analysis indicates that measurements obtained using our method on 3D spine models can be accurately reprojected back onto the original medical images if these images are available.
