Result of /data/leuven/370/vsc37064/new_queries_named_graph_openml/query_32.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
characteristicName                                                                featureCount
FCFP6_1024_544 number of missing values                                                                                  1083
FCFP6_1024_566 number of missing values                                                                                  1083
FCFP6_1024_575 number of missing values                                                                                  1083
FCFP6_1024_720 data-type                                                                                  1083
FCFP6_1024_726 number of missing values                                                                                  1083
FCFP6_1024_783 data-type                                                                                  1083
FCFP6_1024_830 data-type                                                                                  1083
FCFP6_1024_871 number of missing values                                                                                  1083
FCFP6_1024_936 number of missing values                                                                                  1083
FCFP6_1024_138 number of missing values                                                                                  1083
FCFP6_1024_197 number of missing values                                                                                  1083
FCFP6_1024_297 data-type                                                                                  1083
FCFP6_1024_323 data-type                                                                                  1083
FCFP6_1024_323 number of missing values                                                                                  1083
FCFP6_1024_363 data-type                                                                                  1083
FCFP6_1024_363 number of missing values                                                                                  1083
FCFP6_1024_381 data-type                                                                                  1083
FCFP6_1024_393 number of missing values                                                                                  1083
FCFP6_1024_425 data-type                                                                                  1083
FCFP6_1024_65 number of missing values                                                                                  1083
FCFP6_1024_751 number of missing values                                                                                  1083
FCFP6_1024_76 number of missing values                                                                                  1083
FCFP6_1024_829 number of missing values                                                                                  1083
FCFP6_1024_90 data-type                                                                                  1083
FCFP6_1024_90 number of missing values                                                                                  1083
FCFP6_1024_928 data-type                                                                                  1083
FCFP6_1024_928 number of missing values                                                                                  1083
FCFP6_1024_214 data-type                                                                                  1083
FCFP6_1024_355 number of missing values                                                                                  1083
FCFP6_1024_394 data-type                                                                                  1083
FCFP6_1024_394 number of missing values                                                                                  1083
FCFP6_1024_403 data-type                                                                                  1083
FCFP6_1024_431 data-type                                                                                  1083
FCFP6_1024_49 number of missing values                                                                                  1083
FCFP6_1024_500 number of missing values                                                                                  1083
FCFP6_1024_539 number of missing values                                                                                  1083
FCFP6_1024_626 number of missing values                                                                                  1083
FCFP6_1024_683 data-type                                                                                  1083
FCFP6_1024_730 number of missing values                                                                                  1083
FCFP6_1024_770 data-type                                                                                  1083
FCFP6_1024_788 data-type                                                                                  1083
FCFP6_1024_872 data-type                                                                                  1083
FCFP6_1024_872 number of missing values                                                                                  1083
FCFP6_1024_161 number of missing values                                                                                  1083
FCFP6_1024_184 data-type                                                                                  1083
FCFP6_1024_258 data-type                                                                                  1083
FCFP6_1024_291 data-type                                                                                  1083
FCFP6_1024_472 data-type                                                                                  1083
FCFP6_1024_478 number of missing values                                                                                  1083
FCFP6_1024_490 data-type                                                                                  1083
FCFP6_1024_527 data-type                                                                                  1083
FCFP6_1024_60 number of missing values                                                                                  1083
FCFP6_1024_685 number of missing values                                                                                  1083
FCFP6_1024_921 number of missing values                                                                                  1083
FCFP6_1024_944 data-type                                                                                  1083
FCFP6_1024_1019 data-type                                                                                  1083
FCFP6_1024_102 number of missing values                                                                                  1083
FCFP6_1024_149 number of missing values                                                                                  1083
FCFP6_1024_174 data-type                                                                                  1083
FCFP6_1024_174 number of missing values                                                                                  1083
FCFP6_1024_212 number of missing values                                                                                  1083
FCFP6_1024_309 data-type                                                                                  1083
FCFP6_1024_31 data-type                                                                                  1083
FCFP6_1024_34 number of missing values                                                                                  1083
FCFP6_1024_423 data-type                                                                                  1083
FCFP6_1024_423 number of missing values                                                                                  1083
FCFP6_1024_511 data-type                                                                                  1083
FCFP6_1024_511 number of missing values                                                                                  1083
FCFP6_1024_546 data-type                                                                                  1083
FCFP6_1024_566 data-type                                                                                  1083
FCFP6_1024_5 number of missing values                                                                                  1083
FCFP6_1024_606 number of missing values                                                                                  1083
FCFP6_1024_63 data-type                                                                                  1083
FCFP6_1024_645 data-type                                                                                  1083
FCFP6_1024_720 number of missing values                                                                                  1083
FCFP6_1024_726 data-type                                                                                  1083
FCFP6_1024_754 number of missing values                                                                                  1083
FCFP6_1024_764 number of missing values                                                                                  1083
FCFP6_1024_783 number of missing values                                                                                  1083
FCFP6_1024_850 number of missing values                                                                                  1083
FCFP6_1024_871 data-type                                                                                  1083
FCFP6_1024_979 data-type                                                                                  1083
FCFP6_1024_1013 data-type                                                                                  1083
FCFP6_1024_1015 number of missing values                                                                                  1083
FCFP6_1024_114 data-type                                                                                  1083
FCFP6_1024_1 data-type                                                                                  1083
FCFP6_1024_221 number of missing values                                                                                  1083
FCFP6_1024_234 data-type                                                                                  1083
FCFP6_1024_237 data-type                                                                                  1083
FCFP6_1024_252 data-type                                                                                  1083
FCFP6_1024_297 number of missing values                                                                                  1083
FCFP6_1024_356 data-type                                                                                  1083
FCFP6_1024_360 number of missing values                                                                                  1083
FCFP6_1024_393 data-type                                                                                  1083
FCFP6_1024_425 number of missing values                                                                                  1083
FCFP6_1024_465 number of missing values                                                                                  1083
FCFP6_1024_477 number of missing values                                                                                  1083
FCFP6_1024_529 data-type                                                                                  1083
FCFP6_1024_573 number of missing values                                                                                  1083
FCFP6_1024_76 data-type                                                                                  1083
FCFP6_1024_787 number of missing values                                                                                  1083
FCFP6_1024_808 data-type                                                                                  1083
FCFP6_1024_808 number of missing values                                                                                  1083
FCFP6_1024_812 number of missing values                                                                                  1083
FCFP6_1024_879 data-type                                                                                  1083
FCFP6_1024_890 data-type                                                                                  1083
FCFP6_1024_918 data-type                                                                                  1083
FCFP6_1024_137 data-type                                                                                  1083
FCFP6_1024_137 number of missing values                                                                                  1083
FCFP6_1024_158 data-type                                                                                  1083
FCFP6_1024_158 number of missing values                                                                                  1083
FCFP6_1024_180 number of missing values                                                                                  1083
FCFP6_1024_229 data-type                                                                                  1083
FCFP6_1024_266 number of missing values                                                                                  1083
FCFP6_1024_290 data-type                                                                                  1083
FCFP6_1024_290 number of missing values                                                                                  1083
FCFP6_1024_359 number of missing values                                                                                  1083
FCFP6_1024_431 number of missing values                                                                                  1083
FCFP6_1024_500 data-type                                                                                  1083
FCFP6_1024_674 data-type                                                                                  1083
FCFP6_1024_674 number of missing values                                                                                  1083
FCFP6_1024_676 data-type                                                                                  1083
FCFP6_1024_676 number of missing values                                                                                  1083
FCFP6_1024_770 number of missing values                                                                                  1083
FCFP6_1024_7 number of missing values                                                                                  1083
FCFP6_1024_841 data-type                                                                                  1083
FCFP6_1024_841 number of missing values                                                                                  1083
FCFP6_1024_909 data-type                                                                                  1083
FCFP6_1024_942 number of missing values                                                                                  1083
FCFP6_1024_110 data-type                                                                                  1083
FCFP6_1024_110 number of missing values                                                                                  1083
FCFP6_1024_115 data-type                                                                                  1083
FCFP6_1024_115 number of missing values                                                                                  1083
FCFP6_1024_161 data-type                                                                                  1083
FCFP6_1024_258 number of missing values                                                                                  1083
FCFP6_1024_335 number of missing values                                                                                  1083
FCFP6_1024_336 number of missing values                                                                                  1083
FCFP6_1024_358 data-type                                                                                  1083
FCFP6_1024_441 number of missing values                                                                                  1083
FCFP6_1024_483 number of missing values                                                                                  1083
FCFP6_1024_575 data-type                                                                                  1083
FCFP6_1024_753 data-type                                                                                  1083
FCFP6_1024_753 number of missing values                                                                                  1083
FCFP6_1024_832 data-type                                                                                  1083
FCFP6_1024_847 data-type                                                                                  1083
FCFP6_1024_901 number of missing values                                                                                  1083
FCFP6_1024_986 number of missing values                                                                                  1083
FCFP6_1024_140 data-type                                                                                  1083
FCFP6_1024_226 data-type                                                                                  1083
FCFP6_1024_34 data-type                                                                                  1083
FCFP6_1024_39 number of missing values                                                                                  1083
FCFP6_1024_484 data-type                                                                                  1083
FCFP6_1024_562 number of missing values                                                                                  1083
FCFP6_1024_740 number of missing values                                                                                  1083
FCFP6_1024_822 data-type                                                                                  1083
FCFP6_1024_979 number of missing values                                                                                  1083
FCFP6_1024_1013 number of missing values                                                                                  1083
FCFP6_1024_146 data-type                                                                                  1083
FCFP6_1024_185 data-type                                                                                  1083
FCFP6_1024_197 data-type                                                                                  1083
FCFP6_1024_465 data-type                                                                                  1083
FCFP6_1024_634 number of missing values                                                                                  1083
FCFP6_1024_326 number of missing values                                                                                  1083
FCFP6_1024_49 data-type                                                                                  1083
FCFP6_1024_505 data-type                                                                                  1083
FCFP6_1024_514 data-type                                                                                  1083
FCFP6_1024_744 number of missing values                                                                                  1083
FCFP6_1024_942 data-type                                                                                  1083
FCFP6_1024_19 data-type                                                                                  1083
FCFP6_1024_331 data-type                                                                                  1083
FCFP6_1024_412 number of missing values                                                                                  1083
FCFP6_1024_64 data-type                                                                                  1083
FCFP6_1024_652 number of missing values                                                                                  1083
FCFP6_1024_677 number of missing values                                                                                  1083
FCFP6_1024_685 data-type                                                                                  1083
FCFP6_1024_77 number of missing values                                                                                  1083
FCFP6_1024_847 number of missing values                                                                                  1083
FCFP6_1024_921 data-type                                                                                  1083
FCFP6_1024_140 number of missing values                                                                                  1083
FCFP6_1024_226 number of missing values                                                                                  1083
FCFP6_1024_230 number of missing values                                                                                  1083
FCFP6_1024_2 data-type                                                                                  1083
FCFP6_1024_329 data-type                                                                                  1083
FCFP6_1024_362 number of missing values                                                                                  1083
FCFP6_1024_389 number of missing values                                                                                  1083
FCFP6_1024_449 number of missing values                                                                                  1083
FCFP6_1024_562 data-type                                                                                  1083
FCFP6_1024_5 data-type                                                                                  1083
FCFP6_1024_740 data-type                                                                                  1083
FCFP6_1024_850 data-type                                                                                  1083
FCFP6_1024_998 number of missing values                                                                                  1083
FCFP6_1024_1015 data-type                                                                                  1083
FCFP6_1024_156 number of missing values                                                                                  1083
FCFP6_1024_1 number of missing values                                                                                  1083
FCFP6_1024_221 data-type                                                                                  1083
FCFP6_1024_267 number of missing values                                                                                  1083
FCFP6_1024_356 number of missing values                                                                                  1083
FCFP6_1024_360 data-type                                                                                  1083
FCFP6_1024_381 number of missing values                                                                                  1083
FCFP6_1024_443 data-type                                                                                  1083
FCFP6_1024_529 number of missing values                                                                                  1083
FCFP6_1024_573 data-type                                                                                  1083
FCFP6_1024_65 data-type                                                                                  1083
FCFP6_1024_829 data-type                                                                                  1083
FCFP6_1024_869 number of missing values                                                                                  1083
FCFP6_1024_940 data-type                                                                                  1083
FCFP6_1024_995 number of missing values                                                                                  1083
FCFP6_1024_1011 data-type                                                                                  1083
FCFP6_1024_1011 number of missing values                                                                                  1083
FCFP6_1024_156 data-type                                                                                  1083
FCFP6_1024_192 number of missing values                                                                                  1083
FCFP6_1024_320 number of missing values                                                                                  1083
FCFP6_1024_471 number of missing values                                                                                  1083
FCFP6_1024_539 data-type                                                                                  1083
FCFP6_1024_58 data-type                                                                                  1083
FCFP6_1024_683 number of missing values                                                                                  1083
FCFP6_1024_882 data-type                                                                                  1083
FCFP6_1024_909 number of missing values                                                                                  1083
FCFP6_1024_997 data-type                                                                                  1083
FCFP6_1024_141 number of missing values                                                                                  1083
FCFP6_1024_19 number of missing values                                                                                  1083
FCFP6_1024_236 data-type                                                                                  1083
FCFP6_1024_236 number of missing values                                                                                  1083
FCFP6_1024_336 data-type                                                                                  1083
FCFP6_1024_339 number of missing values                                                                                  1083
FCFP6_1024_412 data-type                                                                                  1083
FCFP6_1024_441 data-type                                                                                  1083
FCFP6_1024_527 number of missing values                                                                                  1083
FCFP6_1024_590 number of missing values                                                                                  1083
FCFP6_1024_624 data-type                                                                                  1083
FCFP6_1024_624 number of missing values                                                                                  1083
FCFP6_1024_652 data-type                                                                                  1083
FCFP6_1024_771 number of missing values                                                                                  1083
FCFP6_1024_878 data-type                                                                                  1083
FCFP6_1024_944 number of missing values                                                                                  1083
FCFP6_1024_986 data-type                                                                                  1083
FCFP6_1024_1019 number of missing values                                                                                  1083
FCFP6_1024_118 number of missing values                                                                                  1083
FCFP6_1024_149 data-type                                                                                  1083
FCFP6_1024_289 number of missing values                                                                                  1083
FCFP6_1024_321 data-type                                                                                  1083
FCFP6_1024_764 data-type                                                                                  1083
FCFP6_1024_936 data-type                                                                                  1083
FCFP6_1024_252 number of missing values                                                                                  1083
FCFP6_1024_462 number of missing values                                                                                  1083
FCFP6_1024_751 data-type                                                                                  1083
FCFP6_1024_890 number of missing values                                                                                  1083
FCFP6_1024_940 number of missing values                                                                                  1083
FCFP6_1024_97 number of missing values                                                                                  1083
FCFP6_1024_982 data-type                                                                                  1083
FCFP6_1024_982 number of missing values                                                                                  1083
FCFP6_1024_116 data-type                                                                                  1083
FCFP6_1024_116 number of missing values                                                                                  1083
FCFP6_1024_229 number of missing values                                                                                  1083
FCFP6_1024_320 data-type                                                                                  1083
FCFP6_1024_326 data-type                                                                                  1083
FCFP6_1024_355 data-type                                                                                  1083
FCFP6_1024_403 number of missing values                                                                                  1083
FCFP6_1024_419 data-type                                                                                  1083
FCFP6_1024_471 data-type                                                                                  1083
FCFP6_1024_514 number of missing values                                                                                  1083
FCFP6_1024_7 data-type                                                                                  1083
FCFP6_1024_997 number of missing values                                                                                  1083
FCFP6_1024_291 number of missing values                                                                                  1083
FCFP6_1024_358 number of missing values                                                                                  1083
FCFP6_1024_490 number of missing values                                                                                  1083
FCFP6_1024_60 data-type                                                                                  1083
FCFP6_1024_706 data-type                                                                                  1083
FCFP6_1024_706 number of missing values                                                                                  1083
FCFP6_1024_771 data-type                                                                                  1083
FCFP6_1024_77 data-type                                                                                  1083
FCFP6_1024_823 data-type                                                                                  1083
FCFP6_1024_823 number of missing values                                                                                  1083
FCFP6_1024_878 number of missing values                                                                                  1083
FCFP6_1024_138 data-type                                                                                  1083
FCFP6_1024_606 data-type                                                                                  1083
FCFP6_1024_754 data-type                                                                                  1083
FCFP6_1024_822 number of missing values                                                                                  1083
FCFP6_1024_267 data-type                                                                                  1083
FCFP6_1024_443 number of missing values                                                                                  1083
FCFP6_1024_67 data-type                                                                                  1083
FCFP6_1024_812 data-type                                                                                  1083
FCFP6_1024_869 data-type                                                                                  1083
FCFP6_1024_977 number of missing values                                                                                  1083
FCFP6_1024_180 data-type                                                                                  1083
FCFP6_1024_192 data-type                                                                                  1083
FCFP6_1024_419 number of missing values                                                                                  1083
FCFP6_1024_63 number of missing values                                                                                  1083
FCFP6_1024_234 number of missing values                                                                                  1083
FCFP6_1024_97 data-type                                                                                  1083
FCFP6_1024_335 data-type                                                                                  1083
FCFP6_1024_240 data-type                                                                                  1083
FCFP6_1024_73 data-type                                                                                  1083
FCFP6_1024_73 number of missing values                                                                                  1083
FCFP6_1024_459 number of missing values                                                                                  1083
FCFP6_1024_468 number of missing values                                                                                  1083
FCFP6_1024_513 number of missing values                                                                                  1083
FCFP6_1024_796 data-type                                                                                  1083
FCFP6_1024_322 number of missing values                                                                                  1083
FCFP6_1024_759 data-type                                                                                  1083
FCFP6_1024_240 number of missing values                                                                                  1083
FCFP6_1024_25 number of missing values                                                                                  1083
FCFP6_1024_768 data-type                                                                                  1083
FCFP6_1024_0 data-type                                                                                  1083
FCFP6_1024_0 number of missing values                                                                                  1083
FCFP6_1024_9 data-type                                                                                  1083
FCFP6_1024_9 number of missing values                                                                                  1083
FCFP6_1024_99 data-type                                                                                  1083
FCFP6_1024_99 number of missing values                                                                                  1083
FCFP6_1024_999 data-type                                                                                  1083
FCFP6_1024_999 number of missing values                                                                                  1083
FCFP6_1024_1000 data-type                                                                                  1083
FCFP6_1024_1000 number of missing values                                                                                  1083
FCFP6_1024_1001 data-type                                                                                  1083
FCFP6_1024_1001 number of missing values                                                                                  1083
FCFP6_1024_1002 data-type                                                                                  1083
FCFP6_1024_1002 number of missing values                                                                                  1083
FCFP6_1024_1003 data-type                                                                                  1083
FCFP6_1024_1003 number of missing values                                                                                  1083
FCFP6_1024_1004 data-type                                                                                  1083
FCFP6_1024_1004 number of missing values                                                                                  1083
FCFP6_1024_1005 data-type                                                                                  1083
FCFP6_1024_1005 number of missing values                                                                                  1083
FCFP6_1024_1006 data-type                                                                                  1083
FCFP6_1024_1006 number of missing values                                                                                  1083
FCFP6_1024_1007 data-type                                                                                  1083
FCFP6_1024_1007 number of missing values                                                                                  1083
FCFP6_1024_1008 data-type                                                                                  1083
FCFP6_1024_1008 number of missing values                                                                                  1083
FCFP6_1024_100 data-type                                                                                  1083
FCFP6_1024_100 number of missing values                                                                                  1083
FCFP6_1024_1009 data-type                                                                                  1083
FCFP6_1024_1009 number of missing values                                                                                  1083
FCFP6_1024_1010 data-type                                                                                  1083
FCFP6_1024_1010 number of missing values                                                                                  1083
FCFP6_1024_1012 data-type                                                                                  1083
FCFP6_1024_1012 number of missing values                                                                                  1083
FCFP6_1024_1014 data-type                                                                                  1083
FCFP6_1024_1014 number of missing values                                                                                  1083
FCFP6_1024_1016 data-type                                                                                  1083
FCFP6_1024_1016 number of missing values                                                                                  1083
FCFP6_1024_1017 data-type                                                                                  1083
FCFP6_1024_1017 number of missing values                                                                                  1083
FCFP6_1024_1018 data-type                                                                                  1083
FCFP6_1024_1018 number of missing values                                                                                  1083
FCFP6_1024_101 data-type                                                                                  1083
FCFP6_1024_101 number of missing values                                                                                  1083
FCFP6_1024_1020 data-type                                                                                  1083
FCFP6_1024_1020 number of missing values                                                                                  1083
FCFP6_1024_1021 data-type                                                                                  1083
FCFP6_1024_1021 number of missing values                                                                                  1083
FCFP6_1024_1022 data-type                                                                                  1083
FCFP6_1024_1022 number of missing values                                                                                  1083
FCFP6_1024_1023 data-type                                                                                  1083
FCFP6_1024_1023 number of missing values                                                                                  1083
MEDIAN_PXC50 data-type                                                                                  1083
MEDIAN_PXC50 number of missing values                                                                                  1083
FCFP6_1024_103 data-type                                                                                  1083
FCFP6_1024_103 number of missing values                                                                                  1083
FCFP6_1024_104 data-type                                                                                  1083
FCFP6_1024_104 number of missing values                                                                                  1083
FCFP6_1024_105 data-type                                                                                  1083
FCFP6_1024_105 number of missing values                                                                                  1083
FCFP6_1024_106 data-type                                                                                  1083
FCFP6_1024_106 number of missing values                                                                                  1083
FCFP6_1024_107 data-type                                                                                  1083
FCFP6_1024_107 number of missing values                                                                                  1083
FCFP6_1024_108 data-type                                                                                  1083
FCFP6_1024_108 number of missing values                                                                                  1083
FCFP6_1024_10 data-type                                                                                  1083
FCFP6_1024_10 number of missing values                                                                                  1083
FCFP6_1024_109 data-type                                                                                  1083
FCFP6_1024_109 number of missing values                                                                                  1083
FCFP6_1024_111 data-type                                                                                  1083
FCFP6_1024_111 number of missing values                                                                                  1083
FCFP6_1024_112 data-type                                                                                  1083
FCFP6_1024_112 number of missing values                                                                                  1083
FCFP6_1024_113 data-type                                                                                  1083
FCFP6_1024_113 number of missing values                                                                                  1083
FCFP6_1024_117 data-type                                                                                  1083
FCFP6_1024_117 number of missing values                                                                                  1083
FCFP6_1024_11 data-type                                                                                  1083
FCFP6_1024_11 number of missing values                                                                                  1083
FCFP6_1024_119 data-type                                                                                  1083
FCFP6_1024_119 number of missing values                                                                                  1083
FCFP6_1024_120 data-type                                                                                  1083
FCFP6_1024_120 number of missing values                                                                                  1083
FCFP6_1024_121 data-type                                                                                  1083
FCFP6_1024_121 number of missing values                                                                                  1083
FCFP6_1024_122 data-type                                                                                  1083
FCFP6_1024_122 number of missing values                                                                                  1083
FCFP6_1024_123 data-type                                                                                  1083
FCFP6_1024_123 number of missing values                                                                                  1083
FCFP6_1024_124 data-type                                                                                  1083
FCFP6_1024_124 number of missing values                                                                                  1083
FCFP6_1024_125 data-type                                                                                  1083
FCFP6_1024_125 number of missing values                                                                                  1083
FCFP6_1024_126 data-type                                                                                  1083
FCFP6_1024_126 number of missing values                                                                                  1083
FCFP6_1024_127 data-type                                                                                  1083
FCFP6_1024_127 number of missing values                                                                                  1083
FCFP6_1024_128 data-type                                                                                  1083
FCFP6_1024_128 number of missing values                                                                                  1083
FCFP6_1024_12 data-type                                                                                  1083
FCFP6_1024_12 number of missing values                                                                                  1083
FCFP6_1024_129 data-type                                                                                  1083
FCFP6_1024_129 number of missing values                                                                                  1083
FCFP6_1024_130 data-type                                                                                  1083
FCFP6_1024_130 number of missing values                                                                                  1083
FCFP6_1024_131 data-type                                                                                  1083
FCFP6_1024_131 number of missing values                                                                                  1083
FCFP6_1024_132 data-type                                                                                  1083
FCFP6_1024_132 number of missing values                                                                                  1083
FCFP6_1024_133 data-type                                                                                  1083
FCFP6_1024_133 number of missing values                                                                                  1083
FCFP6_1024_134 data-type                                                                                  1083
FCFP6_1024_134 number of missing values                                                                                  1083
FCFP6_1024_135 data-type                                                                                  1083
FCFP6_1024_135 number of missing values                                                                                  1083
FCFP6_1024_136 data-type                                                                                  1083
FCFP6_1024_136 number of missing values                                                                                  1083
FCFP6_1024_13 data-type                                                                                  1083
FCFP6_1024_13 number of missing values                                                                                  1083
FCFP6_1024_139 data-type                                                                                  1083
FCFP6_1024_139 number of missing values                                                                                  1083
FCFP6_1024_142 data-type                                                                                  1083
FCFP6_1024_142 number of missing values                                                                                  1083
FCFP6_1024_143 data-type                                                                                  1083
FCFP6_1024_143 number of missing values                                                                                  1083
FCFP6_1024_144 data-type                                                                                  1083
FCFP6_1024_144 number of missing values                                                                                  1083
FCFP6_1024_145 data-type                                                                                  1083
FCFP6_1024_145 number of missing values                                                                                  1083
FCFP6_1024_147 data-type                                                                                  1083
FCFP6_1024_147 number of missing values                                                                                  1083
FCFP6_1024_148 data-type                                                                                  1083
FCFP6_1024_148 number of missing values                                                                                  1083
FCFP6_1024_14 data-type                                                                                  1083
FCFP6_1024_14 number of missing values                                                                                  1083
FCFP6_1024_150 data-type                                                                                  1083
FCFP6_1024_150 number of missing values                                                                                  1083
FCFP6_1024_151 data-type                                                                                  1083
FCFP6_1024_151 number of missing values                                                                                  1083
FCFP6_1024_152 data-type                                                                                  1083
FCFP6_1024_152 number of missing values                                                                                  1083
FCFP6_1024_153 data-type                                                                                  1083
FCFP6_1024_153 number of missing values                                                                                  1083
FCFP6_1024_154 data-type                                                                                  1083
FCFP6_1024_154 number of missing values                                                                                  1083
FCFP6_1024_155 data-type                                                                                  1083
FCFP6_1024_155 number of missing values                                                                                  1083
FCFP6_1024_157 data-type                                                                                  1083
FCFP6_1024_157 number of missing values                                                                                  1083
FCFP6_1024_15 data-type                                                                                  1083
FCFP6_1024_15 number of missing values                                                                                  1083
FCFP6_1024_159 data-type                                                                                  1083
FCFP6_1024_159 number of missing values                                                                                  1083
FCFP6_1024_160 data-type                                                                                  1083
FCFP6_1024_160 number of missing values                                                                                  1083
FCFP6_1024_162 data-type                                                                                  1083
FCFP6_1024_162 number of missing values                                                                                  1083
FCFP6_1024_163 data-type                                                                                  1083
FCFP6_1024_163 number of missing values                                                                                  1083
FCFP6_1024_164 data-type                                                                                  1083
FCFP6_1024_164 number of missing values                                                                                  1083
FCFP6_1024_165 data-type                                                                                  1083
FCFP6_1024_165 number of missing values                                                                                  1083
FCFP6_1024_166 data-type                                                                                  1083
FCFP6_1024_166 number of missing values                                                                                  1083
FCFP6_1024_167 data-type                                                                                  1083
FCFP6_1024_167 number of missing values                                                                                  1083
FCFP6_1024_168 data-type                                                                                  1083
FCFP6_1024_168 number of missing values                                                                                  1083
FCFP6_1024_16 data-type                                                                                  1083
FCFP6_1024_16 number of missing values                                                                                  1083
FCFP6_1024_170 data-type                                                                                  1083
FCFP6_1024_170 number of missing values                                                                                  1083
FCFP6_1024_171 data-type                                                                                  1083
FCFP6_1024_171 number of missing values                                                                                  1083
FCFP6_1024_172 data-type                                                                                  1083
FCFP6_1024_172 number of missing values                                                                                  1083
FCFP6_1024_173 data-type                                                                                  1083
FCFP6_1024_173 number of missing values                                                                                  1083
FCFP6_1024_175 data-type                                                                                  1083
FCFP6_1024_175 number of missing values                                                                                  1083
FCFP6_1024_176 data-type                                                                                  1083
FCFP6_1024_176 number of missing values                                                                                  1083
FCFP6_1024_177 data-type                                                                                  1083
FCFP6_1024_177 number of missing values                                                                                  1083
FCFP6_1024_178 data-type                                                                                  1083
FCFP6_1024_178 number of missing values                                                                                  1083
FCFP6_1024_17 data-type                                                                                  1083
FCFP6_1024_17 number of missing values                                                                                  1083
FCFP6_1024_179 data-type                                                                                  1083
FCFP6_1024_179 number of missing values                                                                                  1083
FCFP6_1024_181 data-type                                                                                  1083
FCFP6_1024_181 number of missing values                                                                                  1083
FCFP6_1024_182 data-type                                                                                  1083
FCFP6_1024_182 number of missing values                                                                                  1083
FCFP6_1024_183 data-type                                                                                  1083
FCFP6_1024_183 number of missing values                                                                                  1083
FCFP6_1024_186 data-type                                                                                  1083
