Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
FCFP6_1024_625                                                                                  FCFP6_1024_625 data-type                                                                                  1083
FCFP6_1024_562                                                                                  FCFP6_1024_562 number of missing values                                                                                  1083
FCFP6_1024_608                                                                                  FCFP6_1024_608 number of missing values                                                                                  1083
FCFP6_1024_655                                                                                  FCFP6_1024_655 data-type                                                                                  1083
FCFP6_1024_511                                                                                  FCFP6_1024_511 data-type                                                                                  1083
FCFP6_1024_340                                                                                  FCFP6_1024_340 number of missing values                                                                                  1083
FCFP6_1024_139                                                                                  FCFP6_1024_139 number of missing values                                                                                  1083
FCFP6_1024_305                                                                                  FCFP6_1024_305 data-type                                                                                  1083
FCFP6_1024_752                                                                                  FCFP6_1024_752 number of missing values                                                                                  1083
FCFP6_1024_10                                                                                  FCFP6_1024_10 data-type                                                                                  1083
FCFP6_1024_459                                                                                  FCFP6_1024_459 data-type                                                                                  1083
FCFP6_1024_591                                                                                  FCFP6_1024_591 number of missing values                                                                                  1083
FCFP6_1024_886                                                                                  FCFP6_1024_886 number of missing values                                                                                  1083
FCFP6_1024_102                                                                                  FCFP6_1024_102 number of missing values                                                                                  1083
FCFP6_1024_12                                                                                  FCFP6_1024_12 number of missing values                                                                                  1083
FCFP6_1024_950                                                                                  FCFP6_1024_950 data-type                                                                                  1083
FCFP6_1024_462                                                                                  FCFP6_1024_462 number of missing values                                                                                  1083
FCFP6_1024_851                                                                                  FCFP6_1024_851 number of missing values                                                                                  1083
FCFP6_1024_745                                                                                  FCFP6_1024_745 number of missing values                                                                                  1083
FCFP6_1024_977                                                                                  FCFP6_1024_977 data-type                                                                                  1083
FCFP6_1024_487                                                                                  FCFP6_1024_487 data-type                                                                                  1083
FCFP6_1024_698                                                                                  FCFP6_1024_698 number of missing values                                                                                  1083
FCFP6_1024_414                                                                                  FCFP6_1024_414 data-type                                                                                  1083
FCFP6_1024_710                                                                                  FCFP6_1024_710 data-type                                                                                  1083
FCFP6_1024_549                                                                                  FCFP6_1024_549 data-type                                                                                  1083
FCFP6_1024_790                                                                                  FCFP6_1024_790 data-type                                                                                  1083
FCFP6_1024_212                                                                                  FCFP6_1024_212 number of missing values                                                                                  1083
FCFP6_1024_278                                                                                  FCFP6_1024_278 data-type                                                                                  1083
FCFP6_1024_20                                                                                  FCFP6_1024_20 data-type                                                                                  1083
FCFP6_1024_482                                                                                  FCFP6_1024_482 data-type                                                                                  1083
FCFP6_1024_474                                                                                  FCFP6_1024_474 data-type                                                                                  1083
FCFP6_1024_428                                                                                  FCFP6_1024_428 data-type                                                                                  1083
FCFP6_1024_1008                                                                                  FCFP6_1024_1008 data-type                                                                                  1083
FCFP6_1024_652                                                                                  FCFP6_1024_652 number of missing values                                                                                  1083
