Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
5G MIMO Data for Machine Learning: Application to Beam-Selection using Deep Learning                                                                                  Yuyang Wang                                                                                  implemenation of 5G MIMO Data for Machine Learning: Application to Beam-Selection using Deep Learning
5G MIMO Data for Machine Learning: Application to Beam-Selection using Deep Learning                                                                                  Nuria Gonzalez-Prelcic                                                                                  implemenation of 5G MIMO Data for Machine Learning: Application to Beam-Selection using Deep Learning
A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors                                                                                  Arlene John                                                                                  implemenation of A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors
A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors                                                                                  Barry Cardiff                                                                                  implemenation of A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors
A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors                                                                                  Deepu John                                                                                  implemenation of A 1D-CNN Based Deep Learning Technique for Sleep Apnea Detection in IoT Sensors
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Bastien Arcelin                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Miguel Couceiro                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Brieuc Conan-Guez                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Claire Theobald                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Frédéric Pennerath                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression                                                                                  Amedeo Napoli                                                                                  implemenation of A Bayesian Convolutional Neural Network for Robust Galaxy Ellipticity Regression
A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks                                                                                  Cuauhtemoc Daniel Suarez-Ramirez                                                                                  implemenation of A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks
A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks                                                                                  Gilberto Ochoa-Ruiz                                                                                  implemenation of A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks
A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks                                                                                  Leonardo Chang-Fernandez                                                                                  implemenation of A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks
A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks                                                                                  Mario Alberto Duran-Vega                                                                                  implemenation of A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks
A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks                                                                                  Miguel Gonzalez-Mendoza                                                                                  implemenation of A Bop and Beyond: A Second Order Optimizer for Binarized Neural Networks
A Bregman Learning Framework for Sparse Neural Networks                                                                                  Daniel Tenbrinck                                                                                  implemenation of A Bregman Learning Framework for Sparse Neural Networks
A Bregman Learning Framework for Sparse Neural Networks                                                                                  Tim Roith                                                                                  implemenation of A Bregman Learning Framework for Sparse Neural Networks
A Bregman Learning Framework for Sparse Neural Networks                                                                                  Leon Bungert                                                                                  implemenation of A Bregman Learning Framework for Sparse Neural Networks
A Bregman Learning Framework for Sparse Neural Networks                                                                                  Martin Burger                                                                                  implemenation of A Bregman Learning Framework for Sparse Neural Networks
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Joseph M. Pappachan                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Samantha Haycocks                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Moi Hoon Yap                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Neil D. Reeves                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Naseer Ahmad                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  Bill Cassidy                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers                                                                                  David Gillespie                                                                                  implemenation of A Cloud-based Deep Learning Framework for Remote Detection of Diabetic Foot Ulcers
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Marta Karczewicz                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Ankitesh K. Singh                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Muhammed Coban                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Hilmi E. Egilmez                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Taco S. Cohen                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space                                                                                  Reza Pourreza                                                                                  implemenation of A Combined Deep Learning based End-to-End Video Coding Architecture for YUV Color Space
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Olga Sourina                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Wolfgang Mueller-Wittig                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Zirui Lan                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Fan Li                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Yisi Liu                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Ruilin Li                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG                                                                                  Jian Cui                                                                                  implemenation of A Compact and Interpretable Convolutional Neural Network for Cross-Subject Driver Drowsiness Detection from Single-Channel EEG
A Comparative Analysis of Machine Learning and Grey Models                                                                                  Gang He                                                                                  implemenation of A Comparative Analysis of Machine Learning and Grey Models
A Comparative Analysis of Machine Learning and Grey Models                                                                                  Khwaja Mutahir Ahmad                                                                                  implemenation of A Comparative Analysis of Machine Learning and Grey Models
A Comparative Analysis of Machine Learning and Grey Models                                                                                  Wenxin Yu                                                                                  implemenation of A Comparative Analysis of Machine Learning and Grey Models
A Comparative Analysis of Machine Learning and Grey Models                                                                                  Xiaochuan Xu                                                                                  implemenation of A Comparative Analysis of Machine Learning and Grey Models
A Comparative Analysis of Machine Learning and Grey Models                                                                                  Jay Kumar                                                                                  implemenation of A Comparative Analysis of Machine Learning and Grey Models
A Comparative Evaluation of Predominant Deep Learning Quantified Stock Trading Strategies                                                                                  Haohan Zhang                                                                                  implemenation of A Comparative Evaluation of Predominant Deep Learning Quantified Stock Trading Strategies
A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer                                                                                  Hechen Yang                                                                                  implemenation of A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer
A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer                                                                                  Shuojia Zou                                                                                  implemenation of A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer
A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer                                                                                  HaoYuan Chen                                                                                  implemenation of A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer
A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer                                                                                  Marcin Grzegorzek                                                                                  implemenation of A Comparison for Anti-noise Robustness of Deep Learning Classification Methods on a Tiny Object Image Dataset: from Convolutional Neural Network to Visual Transformer and Performer
