Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_32.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
characteristicName                                                                featureCount
FCFP6_1024_144 data-type                                                                                  1083
FCFP6_1024_146 data-type                                                                                  1083
FCFP6_1024_146 number of missing values                                                                                  1083
FCFP6_1024_148 number of missing values                                                                                  1083
FCFP6_1024_14 number of missing values                                                                                  1083
FCFP6_1024_149 data-type                                                                                  1083
FCFP6_1024_149 number of missing values                                                                                  1083
FCFP6_1024_150 data-type                                                                                  1083
FCFP6_1024_150 number of missing values                                                                                  1083
FCFP6_1024_151 number of missing values                                                                                  1083
FCFP6_1024_152 number of missing values                                                                                  1083
FCFP6_1024_153 data-type                                                                                  1083
FCFP6_1024_153 number of missing values                                                                                  1083
FCFP6_1024_155 data-type                                                                                  1083
FCFP6_1024_155 number of missing values                                                                                  1083
FCFP6_1024_156 data-type                                                                                  1083
FCFP6_1024_156 number of missing values                                                                                  1083
FCFP6_1024_157 data-type                                                                                  1083
FCFP6_1024_158 data-type                                                                                  1083
FCFP6_1024_158 number of missing values                                                                                  1083
FCFP6_1024_15 data-type                                                                                  1083
FCFP6_1024_15 number of missing values                                                                                  1083
FCFP6_1024_159 data-type                                                                                  1083
FCFP6_1024_159 number of missing values                                                                                  1083
FCFP6_1024_160 data-type                                                                                  1083
FCFP6_1024_161 data-type                                                                                  1083
FCFP6_1024_161 number of missing values                                                                                  1083
FCFP6_1024_162 data-type                                                                                  1083
FCFP6_1024_166 data-type                                                                                  1083
FCFP6_1024_166 number of missing values                                                                                  1083
FCFP6_1024_168 data-type                                                                                  1083
FCFP6_1024_168 number of missing values                                                                                  1083
FCFP6_1024_172 data-type                                                                                  1083
FCFP6_1024_172 number of missing values                                                                                  1083
FCFP6_1024_173 data-type                                                                                  1083
FCFP6_1024_174 number of missing values                                                                                  1083
FCFP6_1024_176 data-type                                                                                  1083
FCFP6_1024_178 data-type                                                                                  1083
FCFP6_1024_178 number of missing values                                                                                  1083
FCFP6_1024_17 data-type                                                                                  1083
FCFP6_1024_179 data-type                                                                                  1083
FCFP6_1024_181 data-type                                                                                  1083
FCFP6_1024_182 data-type                                                                                  1083
FCFP6_1024_182 number of missing values                                                                                  1083
FCFP6_1024_183 data-type                                                                                  1083
FCFP6_1024_183 number of missing values                                                                                  1083
FCFP6_1024_184 number of missing values                                                                                  1083
FCFP6_1024_186 data-type                                                                                  1083
FCFP6_1024_186 number of missing values                                                                                  1083
FCFP6_1024_188 data-type                                                                                  1083
FCFP6_1024_18 data-type                                                                                  1083
FCFP6_1024_193 data-type                                                                                  1083
FCFP6_1024_193 number of missing values                                                                                  1083
FCFP6_1024_195 data-type                                                                                  1083
FCFP6_1024_195 number of missing values                                                                                  1083
FCFP6_1024_999 number of missing values                                                                                  1083
FCFP6_1024_1008 number of missing values                                                                                  1083
FCFP6_1024_1009 data-type                                                                                  1083
FCFP6_1024_1012 data-type                                                                                  1083
FCFP6_1024_1014 number of missing values                                                                                  1083
FCFP6_1024_1018 data-type                                                                                  1083
FCFP6_1024_1018 number of missing values                                                                                  1083
FCFP6_1024_101 data-type                                                                                  1083
MEDIAN_PXC50 data-type                                                                                  1083
FCFP6_1024_111 number of missing values                                                                                  1083
FCFP6_1024_113 data-type                                                                                  1083
FCFP6_1024_113 number of missing values                                                                                  1083
FCFP6_1024_114 data-type                                                                                  1083
FCFP6_1024_116 number of missing values                                                                                  1083
FCFP6_1024_121 number of missing values                                                                                  1083
FCFP6_1024_123 number of missing values                                                                                  1083
FCFP6_1024_124 data-type                                                                                  1083
FCFP6_1024_125 data-type                                                                                  1083
FCFP6_1024_135 data-type                                                                                  1083
FCFP6_1024_137 data-type                                                                                  1083
FCFP6_1024_145 number of missing values                                                                                  1083
FCFP6_1024_148 data-type                                                                                  1083
FCFP6_1024_151 data-type                                                                                  1083
FCFP6_1024_152 data-type                                                                                  1083
FCFP6_1024_154 number of missing values                                                                                  1083
FCFP6_1024_160 number of missing values                                                                                  1083
FCFP6_1024_169 data-type                                                                                  1083
FCFP6_1024_170 number of missing values                                                                                  1083
FCFP6_1024_174 data-type                                                                                  1083
FCFP6_1024_179 number of missing values                                                                                  1083
FCFP6_1024_181 number of missing values                                                                                  1083
FCFP6_1024_185 number of missing values                                                                                  1083
FCFP6_1024_188 number of missing values                                                                                  1083
FCFP6_1024_190 data-type                                                                                  1083
FCFP6_1024_0 data-type                                                                                  1083
FCFP6_1024_9 data-type                                                                                  1083
FCFP6_1024_9 number of missing values                                                                                  1083
FCFP6_1024_999 data-type                                                                                  1083
FCFP6_1024_1004 data-type                                                                                  1083
FCFP6_1024_1005 data-type                                                                                  1083
FCFP6_1024_1006 data-type                                                                                  1083
FCFP6_1024_1013 data-type                                                                                  1083
FCFP6_1024_1013 number of missing values                                                                                  1083
FCFP6_1024_1019 number of missing values                                                                                  1083
FCFP6_1024_1021 data-type                                                                                  1083
FCFP6_1024_1022 data-type                                                                                  1083
FCFP6_1024_102 number of missing values                                                                                  1083
FCFP6_1024_104 number of missing values                                                                                  1083
FCFP6_1024_108 number of missing values                                                                                  1083
FCFP6_1024_111 data-type                                                                                  1083
FCFP6_1024_118 number of missing values                                                                                  1083
FCFP6_1024_11 number of missing values                                                                                  1083
FCFP6_1024_120 number of missing values                                                                                  1083
FCFP6_1024_122 data-type                                                                                  1083
FCFP6_1024_123 data-type                                                                                  1083
FCFP6_1024_129 number of missing values                                                                                  1083
FCFP6_1024_136 number of missing values                                                                                  1083
FCFP6_1024_144 number of missing values                                                                                  1083
FCFP6_1024_145 data-type                                                                                  1083
FCFP6_1024_14 data-type                                                                                  1083
FCFP6_1024_154 data-type                                                                                  1083
FCFP6_1024_157 number of missing values                                                                                  1083
FCFP6_1024_162 number of missing values                                                                                  1083
FCFP6_1024_169 number of missing values                                                                                  1083
FCFP6_1024_170 data-type                                                                                  1083
FCFP6_1024_171 data-type                                                                                  1083
FCFP6_1024_171 number of missing values                                                                                  1083
FCFP6_1024_173 number of missing values                                                                                  1083
FCFP6_1024_176 number of missing values                                                                                  1083
FCFP6_1024_17 number of missing values                                                                                  1083
FCFP6_1024_180 data-type                                                                                  1083
FCFP6_1024_180 number of missing values                                                                                  1083
FCFP6_1024_184 data-type                                                                                  1083
FCFP6_1024_185 data-type                                                                                  1083
FCFP6_1024_18 number of missing values                                                                                  1083
FCFP6_1024_190 number of missing values                                                                                  1083
FCFP6_1024_196 data-type                                                                                  1083
FCFP6_1024_1 data-type                                                                                  1083
FCFP6_1024_1 number of missing values                                                                                  1083
FCFP6_1024_19 number of missing values                                                                                  1083
FCFP6_1024_200 number of missing values                                                                                  1083
FCFP6_1024_201 data-type                                                                                  1083
FCFP6_1024_204 number of missing values                                                                                  1083
FCFP6_1024_205 data-type                                                                                  1083
FCFP6_1024_205 number of missing values                                                                                  1083
FCFP6_1024_206 data-type                                                                                  1083
FCFP6_1024_206 number of missing values                                                                                  1083
FCFP6_1024_207 data-type                                                                                  1083
FCFP6_1024_207 number of missing values                                                                                  1083
FCFP6_1024_210 data-type                                                                                  1083
FCFP6_1024_211 data-type                                                                                  1083
FCFP6_1024_212 number of missing values                                                                                  1083
FCFP6_1024_213 number of missing values                                                                                  1083
FCFP6_1024_214 data-type                                                                                  1083
FCFP6_1024_215 data-type                                                                                  1083
FCFP6_1024_216 number of missing values                                                                                  1083
FCFP6_1024_217 number of missing values                                                                                  1083
FCFP6_1024_21 number of missing values                                                                                  1083
FCFP6_1024_221 data-type                                                                                  1083
FCFP6_1024_221 number of missing values                                                                                  1083
FCFP6_1024_223 data-type                                                                                  1083
FCFP6_1024_223 number of missing values                                                                                  1083
FCFP6_1024_226 data-type                                                                                  1083
FCFP6_1024_230 data-type                                                                                  1083
FCFP6_1024_232 data-type                                                                                  1083
FCFP6_1024_232 number of missing values                                                                                  1083
FCFP6_1024_233 data-type                                                                                  1083
FCFP6_1024_233 number of missing values                                                                                  1083
FCFP6_1024_235 number of missing values                                                                                  1083
FCFP6_1024_236 data-type                                                                                  1083
FCFP6_1024_236 number of missing values                                                                                  1083
FCFP6_1024_238 data-type                                                                                  1083
FCFP6_1024_238 number of missing values                                                                                  1083
FCFP6_1024_239 data-type                                                                                  1083
FCFP6_1024_240 data-type                                                                                  1083
FCFP6_1024_242 data-type                                                                                  1083
FCFP6_1024_244 data-type                                                                                  1083
FCFP6_1024_244 number of missing values                                                                                  1083
FCFP6_1024_245 data-type                                                                                  1083
FCFP6_1024_245 number of missing values                                                                                  1083
FCFP6_1024_248 data-type                                                                                  1083
FCFP6_1024_24 number of missing values                                                                                  1083
FCFP6_1024_251 data-type                                                                                  1083
FCFP6_1024_251 number of missing values                                                                                  1083
FCFP6_1024_252 data-type                                                                                  1083
FCFP6_1024_256 data-type                                                                                  1083
FCFP6_1024_256 number of missing values                                                                                  1083
FCFP6_1024_257 data-type                                                                                  1083
FCFP6_1024_257 number of missing values                                                                                  1083
FCFP6_1024_258 data-type                                                                                  1083
FCFP6_1024_258 number of missing values                                                                                  1083
FCFP6_1024_259 number of missing values                                                                                  1083
FCFP6_1024_260 data-type                                                                                  1083
FCFP6_1024_262 number of missing values                                                                                  1083
FCFP6_1024_264 data-type                                                                                  1083
FCFP6_1024_266 data-type                                                                                  1083
FCFP6_1024_268 number of missing values                                                                                  1083
FCFP6_1024_26 number of missing values                                                                                  1083
FCFP6_1024_269 data-type                                                                                  1083
FCFP6_1024_271 data-type                                                                                  1083
FCFP6_1024_272 data-type                                                                                  1083
FCFP6_1024_274 number of missing values                                                                                  1083
FCFP6_1024_276 data-type                                                                                  1083
FCFP6_1024_278 data-type                                                                                  1083
FCFP6_1024_280 data-type                                                                                  1083
FCFP6_1024_280 number of missing values                                                                                  1083
FCFP6_1024_281 data-type                                                                                  1083
FCFP6_1024_282 number of missing values                                                                                  1083
FCFP6_1024_283 data-type                                                                                  1083
FCFP6_1024_284 data-type                                                                                  1083
FCFP6_1024_284 number of missing values                                                                                  1083
FCFP6_1024_28 data-type                                                                                  1083
FCFP6_1024_28 number of missing values                                                                                  1083
FCFP6_1024_289 data-type                                                                                  1083
FCFP6_1024_291 data-type                                                                                  1083
FCFP6_1024_295 data-type                                                                                  1083
FCFP6_1024_298 data-type                                                                                  1083
FCFP6_1024_301 number of missing values                                                                                  1083
FCFP6_1024_302 number of missing values                                                                                  1083
FCFP6_1024_303 number of missing values                                                                                  1083
FCFP6_1024_304 data-type                                                                                  1083
FCFP6_1024_305 data-type                                                                                  1083
FCFP6_1024_306 data-type                                                                                  1083
FCFP6_1024_306 number of missing values                                                                                  1083
FCFP6_1024_310 data-type                                                                                  1083
FCFP6_1024_311 number of missing values                                                                                  1083
FCFP6_1024_314 data-type                                                                                  1083
FCFP6_1024_315 number of missing values                                                                                  1083
FCFP6_1024_316 data-type                                                                                  1083
FCFP6_1024_318 number of missing values                                                                                  1083
FCFP6_1024_319 data-type                                                                                  1083
FCFP6_1024_320 data-type                                                                                  1083
FCFP6_1024_321 data-type                                                                                  1083
FCFP6_1024_321 number of missing values                                                                                  1083
FCFP6_1024_322 number of missing values                                                                                  1083
FCFP6_1024_323 data-type                                                                                  1083
FCFP6_1024_323 number of missing values                                                                                  1083
FCFP6_1024_324 data-type                                                                                  1083
FCFP6_1024_327 data-type                                                                                  1083
FCFP6_1024_328 data-type                                                                                  1083
FCFP6_1024_328 number of missing values                                                                                  1083
FCFP6_1024_329 data-type                                                                                  1083
FCFP6_1024_329 number of missing values                                                                                  1083
FCFP6_1024_330 data-type                                                                                  1083
FCFP6_1024_331 data-type                                                                                  1083
FCFP6_1024_331 number of missing values                                                                                  1083
FCFP6_1024_333 number of missing values                                                                                  1083
FCFP6_1024_337 data-type                                                                                  1083
FCFP6_1024_338 data-type                                                                                  1083
FCFP6_1024_338 number of missing values                                                                                  1083
FCFP6_1024_33 data-type                                                                                  1083
FCFP6_1024_33 number of missing values                                                                                  1083
FCFP6_1024_339 number of missing values                                                                                  1083
FCFP6_1024_341 data-type                                                                                  1083
FCFP6_1024_341 number of missing values                                                                                  1083
FCFP6_1024_342 number of missing values                                                                                  1083
FCFP6_1024_343 number of missing values                                                                                  1083
FCFP6_1024_346 data-type                                                                                  1083
FCFP6_1024_347 data-type                                                                                  1083
FCFP6_1024_347 number of missing values                                                                                  1083
FCFP6_1024_348 data-type                                                                                  1083
FCFP6_1024_348 number of missing values                                                                                  1083
FCFP6_1024_34 number of missing values                                                                                  1083
FCFP6_1024_349 number of missing values                                                                                  1083
FCFP6_1024_350 number of missing values                                                                                  1083
FCFP6_1024_351 number of missing values                                                                                  1083
FCFP6_1024_356 number of missing values                                                                                  1083
FCFP6_1024_357 data-type                                                                                  1083
FCFP6_1024_357 number of missing values                                                                                  1083
FCFP6_1024_35 number of missing values                                                                                  1083
FCFP6_1024_360 number of missing values                                                                                  1083
FCFP6_1024_361 data-type                                                                                  1083
FCFP6_1024_363 number of missing values                                                                                  1083
FCFP6_1024_364 number of missing values                                                                                  1083
FCFP6_1024_365 data-type                                                                                  1083
FCFP6_1024_365 number of missing values                                                                                  1083
FCFP6_1024_368 data-type                                                                                  1083
FCFP6_1024_36 data-type                                                                                  1083
FCFP6_1024_370 number of missing values                                                                                  1083
FCFP6_1024_371 number of missing values                                                                                  1083
FCFP6_1024_374 number of missing values                                                                                  1083
FCFP6_1024_377 data-type                                                                                  1083
FCFP6_1024_378 data-type                                                                                  1083
FCFP6_1024_37 data-type                                                                                  1083
FCFP6_1024_37 number of missing values                                                                                  1083
FCFP6_1024_379 data-type                                                                                  1083
FCFP6_1024_379 number of missing values                                                                                  1083
FCFP6_1024_381 data-type                                                                                  1083
FCFP6_1024_381 number of missing values                                                                                  1083
FCFP6_1024_382 number of missing values                                                                                  1083
FCFP6_1024_383 data-type                                                                                  1083
FCFP6_1024_384 data-type                                                                                  1083
FCFP6_1024_384 number of missing values                                                                                  1083
FCFP6_1024_385 number of missing values                                                                                  1083
FCFP6_1024_38 data-type                                                                                  1083
FCFP6_1024_38 number of missing values                                                                                  1083
FCFP6_1024_390 data-type                                                                                  1083
FCFP6_1024_393 number of missing values                                                                                  1083
FCFP6_1024_396 data-type                                                                                  1083
FCFP6_1024_396 number of missing values                                                                                  1083
FCFP6_1024_398 data-type                                                                                  1083
FCFP6_1024_398 number of missing values                                                                                  1083
FCFP6_1024_39 number of missing values                                                                                  1083
FCFP6_1024_399 number of missing values                                                                                  1083
FCFP6_1024_401 data-type                                                                                  1083
FCFP6_1024_401 number of missing values                                                                                  1083
FCFP6_1024_402 number of missing values                                                                                  1083
FCFP6_1024_404 data-type                                                                                  1083
FCFP6_1024_404 number of missing values                                                                                  1083
FCFP6_1024_405 data-type                                                                                  1083
FCFP6_1024_406 data-type                                                                                  1083
FCFP6_1024_407 number of missing values                                                                                  1083
FCFP6_1024_40 data-type                                                                                  1083
FCFP6_1024_409 number of missing values                                                                                  1083
FCFP6_1024_410 data-type                                                                                  1083
FCFP6_1024_410 number of missing values                                                                                  1083
FCFP6_1024_412 data-type                                                                                  1083
FCFP6_1024_415 data-type                                                                                  1083
FCFP6_1024_416 data-type                                                                                  1083
FCFP6_1024_418 data-type                                                                                  1083
FCFP6_1024_41 number of missing values                                                                                  1083
FCFP6_1024_419 data-type                                                                                  1083
FCFP6_1024_420 data-type                                                                                  1083
FCFP6_1024_421 data-type                                                                                  1083
FCFP6_1024_422 data-type                                                                                  1083
FCFP6_1024_422 number of missing values                                                                                  1083
FCFP6_1024_424 data-type                                                                                  1083
FCFP6_1024_425 number of missing values                                                                                  1083
FCFP6_1024_426 number of missing values                                                                                  1083
FCFP6_1024_427 data-type                                                                                  1083
FCFP6_1024_427 number of missing values                                                                                  1083
FCFP6_1024_428 data-type                                                                                  1083
FCFP6_1024_428 number of missing values                                                                                  1083
FCFP6_1024_42 number of missing values                                                                                  1083
FCFP6_1024_429 data-type                                                                                  1083
FCFP6_1024_429 number of missing values                                                                                  1083
FCFP6_1024_430 data-type                                                                                  1083
FCFP6_1024_430 number of missing values                                                                                  1083
FCFP6_1024_433 data-type                                                                                  1083
FCFP6_1024_434 data-type                                                                                  1083
FCFP6_1024_434 number of missing values                                                                                  1083
FCFP6_1024_435 data-type                                                                                  1083
FCFP6_1024_435 number of missing values                                                                                  1083
FCFP6_1024_438 number of missing values                                                                                  1083
FCFP6_1024_443 data-type                                                                                  1083
FCFP6_1024_443 number of missing values                                                                                  1083
FCFP6_1024_445 data-type                                                                                  1083
FCFP6_1024_445 number of missing values                                                                                  1083
FCFP6_1024_446 data-type                                                                                  1083
FCFP6_1024_446 number of missing values                                                                                  1083
FCFP6_1024_447 data-type                                                                                  1083
FCFP6_1024_447 number of missing values                                                                                  1083
FCFP6_1024_44 data-type                                                                                  1083
FCFP6_1024_44 number of missing values                                                                                  1083
FCFP6_1024_450 data-type                                                                                  1083
FCFP6_1024_452 data-type                                                                                  1083
FCFP6_1024_452 number of missing values                                                                                  1083
FCFP6_1024_453 data-type                                                                                  1083
FCFP6_1024_453 number of missing values                                                                                  1083
FCFP6_1024_458 data-type                                                                                  1083
FCFP6_1024_459 number of missing values                                                                                  1083
FCFP6_1024_460 number of missing values                                                                                  1083
FCFP6_1024_462 data-type                                                                                  1083
FCFP6_1024_462 number of missing values                                                                                  1083
FCFP6_1024_463 data-type                                                                                  1083
FCFP6_1024_464 data-type                                                                                  1083
FCFP6_1024_464 number of missing values                                                                                  1083
FCFP6_1024_466 data-type                                                                                  1083
FCFP6_1024_467 data-type                                                                                  1083
FCFP6_1024_468 data-type                                                                                  1083
FCFP6_1024_469 number of missing values                                                                                  1083
FCFP6_1024_471 data-type                                                                                  1083
FCFP6_1024_472 data-type                                                                                  1083
FCFP6_1024_472 number of missing values                                                                                  1083
FCFP6_1024_474 data-type                                                                                  1083
FCFP6_1024_474 number of missing values                                                                                  1083
FCFP6_1024_475 data-type                                                                                  1083
FCFP6_1024_476 data-type                                                                                  1083
FCFP6_1024_476 number of missing values                                                                                  1083
FCFP6_1024_47 data-type                                                                                  1083
FCFP6_1024_479 data-type                                                                                  1083
FCFP6_1024_479 number of missing values                                                                                  1083
FCFP6_1024_480 number of missing values                                                                                  1083
FCFP6_1024_482 data-type                                                                                  1083
FCFP6_1024_483 data-type                                                                                  1083
FCFP6_1024_487 number of missing values                                                                                  1083
FCFP6_1024_488 data-type                                                                                  1083
FCFP6_1024_488 number of missing values                                                                                  1083
FCFP6_1024_491 data-type                                                                                  1083
FCFP6_1024_491 number of missing values                                                                                  1083
FCFP6_1024_492 data-type                                                                                  1083
FCFP6_1024_496 number of missing values                                                                                  1083
FCFP6_1024_497 number of missing values                                                                                  1083
FCFP6_1024_49 data-type                                                                                  1083
FCFP6_1024_49 number of missing values                                                                                  1083
FCFP6_1024_499 data-type                                                                                  1083
FCFP6_1024_499 number of missing values                                                                                  1083
FCFP6_1024_502 data-type                                                                                  1083
FCFP6_1024_505 data-type                                                                                  1083
FCFP6_1024_505 number of missing values                                                                                  1083
FCFP6_1024_507 data-type                                                                                  1083
FCFP6_1024_507 number of missing values                                                                                  1083
FCFP6_1024_508 number of missing values                                                                                  1083
FCFP6_1024_509 number of missing values                                                                                  1083
FCFP6_1024_510 data-type                                                                                  1083
FCFP6_1024_511 number of missing values                                                                                  1083
FCFP6_1024_513 data-type                                                                                  1083
FCFP6_1024_513 number of missing values                                                                                  1083
FCFP6_1024_514 number of missing values                                                                                  1083
FCFP6_1024_515 data-type                                                                                  1083
FCFP6_1024_515 number of missing values                                                                                  1083
FCFP6_1024_516 data-type                                                                                  1083
FCFP6_1024_51 data-type                                                                                  1083
FCFP6_1024_519 data-type                                                                                  1083
FCFP6_1024_520 number of missing values                                                                                  1083
FCFP6_1024_522 data-type                                                                                  1083
FCFP6_1024_522 number of missing values                                                                                  1083
FCFP6_1024_523 data-type                                                                                  1083
FCFP6_1024_525 data-type                                                                                  1083
FCFP6_1024_525 number of missing values                                                                                  1083
FCFP6_1024_526 number of missing values                                                                                  1083
FCFP6_1024_527 data-type                                                                                  1083
FCFP6_1024_527 number of missing values                                                                                  1083
FCFP6_1024_528 number of missing values                                                                                  1083
FCFP6_1024_52 data-type                                                                                  1083
FCFP6_1024_52 number of missing values                                                                                  1083
FCFP6_1024_529 data-type                                                                                  1083
FCFP6_1024_529 number of missing values                                                                                  1083
FCFP6_1024_530 data-type                                                                                  1083
FCFP6_1024_532 data-type                                                                                  1083
FCFP6_1024_538 number of missing values                                                                                  1083
FCFP6_1024_53 number of missing values                                                                                  1083
FCFP6_1024_540 data-type                                                                                  1083
FCFP6_1024_540 number of missing values                                                                                  1083
FCFP6_1024_542 data-type                                                                                  1083
FCFP6_1024_544 data-type                                                                                  1083
FCFP6_1024_545 data-type                                                                                  1083
FCFP6_1024_545 number of missing values                                                                                  1083
FCFP6_1024_546 data-type                                                                                  1083
FCFP6_1024_546 number of missing values                                                                                  1083
FCFP6_1024_547 data-type                                                                                  1083
FCFP6_1024_547 number of missing values                                                                                  1083
FCFP6_1024_548 data-type                                                                                  1083
FCFP6_1024_54 data-type                                                                                  1083
FCFP6_1024_549 data-type                                                                                  1083
FCFP6_1024_549 number of missing values                                                                                  1083
FCFP6_1024_550 data-type                                                                                  1083
FCFP6_1024_550 number of missing values                                                                                  1083
FCFP6_1024_551 data-type                                                                                  1083
FCFP6_1024_551 number of missing values                                                                                  1083
FCFP6_1024_552 number of missing values                                                                                  1083
FCFP6_1024_554 data-type                                                                                  1083
FCFP6_1024_554 number of missing values                                                                                  1083
FCFP6_1024_556 data-type                                                                                  1083
FCFP6_1024_556 number of missing values                                                                                  1083
FCFP6_1024_557 data-type                                                                                  1083
FCFP6_1024_557 number of missing values                                                                                  1083
FCFP6_1024_55 data-type                                                                                  1083
FCFP6_1024_560 number of missing values                                                                                  1083
FCFP6_1024_567 data-type                                                                                  1083
FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_56 data-type                                                                                  1083
FCFP6_1024_56 number of missing values                                                                                  1083
FCFP6_1024_569 number of missing values                                                                                  1083
FCFP6_1024_571 number of missing values                                                                                  1083
FCFP6_1024_572 data-type                                                                                  1083
FCFP6_1024_572 number of missing values                                                                                  1083
FCFP6_1024_573 number of missing values                                                                                  1083
FCFP6_1024_574 number of missing values                                                                                  1083
FCFP6_1024_575 data-type                                                                                  1083
FCFP6_1024_575 number of missing values                                                                                  1083
FCFP6_1024_578 data-type                                                                                  1083
FCFP6_1024_57 number of missing values                                                                                  1083
FCFP6_1024_581 number of missing values                                                                                  1083
FCFP6_1024_582 data-type                                                                                  1083
FCFP6_1024_582 number of missing values                                                                                  1083
FCFP6_1024_584 data-type                                                                                  1083
FCFP6_1024_585 data-type                                                                                  1083
FCFP6_1024_585 number of missing values                                                                                  1083
FCFP6_1024_590 number of missing values                                                                                  1083
FCFP6_1024_591 number of missing values                                                                                  1083
FCFP6_1024_592 data-type                                                                                  1083
FCFP6_1024_593 data-type                                                                                  1083
FCFP6_1024_593 number of missing values                                                                                  1083
FCFP6_1024_594 data-type                                                                                  1083
FCFP6_1024_595 data-type                                                                                  1083
FCFP6_1024_595 number of missing values                                                                                  1083
FCFP6_1024_597 data-type                                                                                  1083
FCFP6_1024_598 data-type                                                                                  1083
FCFP6_1024_59 number of missing values                                                                                  1083
FCFP6_1024_599 data-type                                                                                  1083
FCFP6_1024_600 number of missing values                                                                                  1083
FCFP6_1024_602 data-type                                                                                  1083
FCFP6_1024_602 number of missing values                                                                                  1083
FCFP6_1024_604 number of missing values                                                                                  1083
FCFP6_1024_605 data-type                                                                                  1083
FCFP6_1024_607 data-type                                                                                  1083
FCFP6_1024_608 data-type                                                                                  1083
FCFP6_1024_608 number of missing values                                                                                  1083
FCFP6_1024_609 data-type                                                                                  1083
FCFP6_1024_610 data-type                                                                                  1083
FCFP6_1024_610 number of missing values                                                                                  1083
FCFP6_1024_612 data-type                                                                                  1083
FCFP6_1024_613 number of missing values                                                                                  1083
FCFP6_1024_614 number of missing values                                                                                  1083
FCFP6_1024_615 data-type                                                                                  1083
FCFP6_1024_616 data-type                                                                                  1083
FCFP6_1024_616 number of missing values                                                                                  1083
FCFP6_1024_617 data-type                                                                                  1083
FCFP6_1024_617 number of missing values                                                                                  1083
