Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
FCFP6_1024_726                                                                                  FCFP6_1024_726 data-type                                                                                  1083
FCFP6_1024_92                                                                                  FCFP6_1024_92 number of missing values                                                                                  1083
FCFP6_1024_198                                                                                  FCFP6_1024_198 data-type                                                                                  1083
FCFP6_1024_241                                                                                  FCFP6_1024_241 number of missing values                                                                                  1083
FCFP6_1024_991                                                                                  FCFP6_1024_991 data-type                                                                                  1083
FCFP6_1024_138                                                                                  FCFP6_1024_138 number of missing values                                                                                  1083
FCFP6_1024_699                                                                                  FCFP6_1024_699 data-type                                                                                  1083
FCFP6_1024_858                                                                                  FCFP6_1024_858 number of missing values                                                                                  1083
FCFP6_1024_10                                                                                  FCFP6_1024_10 data-type                                                                                  1083
FCFP6_1024_676                                                                                  FCFP6_1024_676 data-type                                                                                  1083
FCFP6_1024_281                                                                                  FCFP6_1024_281 number of missing values                                                                                  1083
FCFP6_1024_66                                                                                  FCFP6_1024_66 data-type                                                                                  1083
FCFP6_1024_897                                                                                  FCFP6_1024_897 number of missing values                                                                                  1083
FCFP6_1024_764                                                                                  FCFP6_1024_764 data-type                                                                                  1083
FCFP6_1024_955                                                                                  FCFP6_1024_955 number of missing values                                                                                  1083
FCFP6_1024_972                                                                                  FCFP6_1024_972 number of missing values                                                                                  1083
FCFP6_1024_637                                                                                  FCFP6_1024_637 data-type                                                                                  1083
FCFP6_1024_478                                                                                  FCFP6_1024_478 number of missing values                                                                                  1083
FCFP6_1024_123                                                                                  FCFP6_1024_123 data-type                                                                                  1083
FCFP6_1024_903                                                                                  FCFP6_1024_903 number of missing values                                                                                  1083
FCFP6_1024_571                                                                                  FCFP6_1024_571 data-type                                                                                  1083
FCFP6_1024_128                                                                                  FCFP6_1024_128 data-type                                                                                  1083
FCFP6_1024_163                                                                                  FCFP6_1024_163 data-type                                                                                  1083
FCFP6_1024_182                                                                                  FCFP6_1024_182 number of missing values                                                                                  1083
FCFP6_1024_632                                                                                  FCFP6_1024_632 data-type                                                                                  1083
FCFP6_1024_339                                                                                  FCFP6_1024_339 number of missing values                                                                                  1083
FCFP6_1024_25                                                                                  FCFP6_1024_25 number of missing values                                                                                  1083
FCFP6_1024_466                                                                                  FCFP6_1024_466 number of missing values                                                                                  1083
FCFP6_1024_853                                                                                  FCFP6_1024_853 number of missing values                                                                                  1083
FCFP6_1024_195                                                                                  FCFP6_1024_195 number of missing values                                                                                  1083
FCFP6_1024_658                                                                                  FCFP6_1024_658 data-type                                                                                  1083
FCFP6_1024_720                                                                                  FCFP6_1024_720 number of missing values                                                                                  1083
FCFP6_1024_153                                                                                  FCFP6_1024_153 data-type                                                                                  1083
