Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_32.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
characteristicName                                                                featureCount
FCFP6_1024_877 number of missing values                                                                                  1083
FCFP6_1024_893 data-type                                                                                  1083
FCFP6_1024_893 number of missing values                                                                                  1083
FCFP6_1024_894 number of missing values                                                                                  1083
FCFP6_1024_899 data-type                                                                                  1083
FCFP6_1024_91 number of missing values                                                                                  1083
FCFP6_1024_930 data-type                                                                                  1083
FCFP6_1024_930 number of missing values                                                                                  1083
FCFP6_1024_946 number of missing values                                                                                  1083
FCFP6_1024_959 number of missing values                                                                                  1083
FCFP6_1024_984 data-type                                                                                  1083
FCFP6_1024_984 number of missing values                                                                                  1083
FCFP6_1024_993 data-type                                                                                  1083
FCFP6_1024_993 number of missing values                                                                                  1083
FCFP6_1024_996 data-type                                                                                  1083
FCFP6_1024_999 number of missing values                                                                                  1083
FCFP6_1024_1005 number of missing values                                                                                  1083
FCFP6_1024_102 data-type                                                                                  1083
FCFP6_1024_108 number of missing values                                                                                  1083
FCFP6_1024_113 data-type                                                                                  1083
FCFP6_1024_128 data-type                                                                                  1083
FCFP6_1024_157 data-type                                                                                  1083
FCFP6_1024_157 number of missing values                                                                                  1083
FCFP6_1024_158 number of missing values                                                                                  1083
FCFP6_1024_165 number of missing values                                                                                  1083
FCFP6_1024_187 number of missing values                                                                                  1083
FCFP6_1024_190 number of missing values                                                                                  1083
FCFP6_1024_220 data-type                                                                                  1083
FCFP6_1024_235 data-type                                                                                  1083
FCFP6_1024_249 number of missing values                                                                                  1083
FCFP6_1024_268 number of missing values                                                                                  1083
FCFP6_1024_273 data-type                                                                                  1083
FCFP6_1024_273 number of missing values                                                                                  1083
FCFP6_1024_277 number of missing values                                                                                  1083
FCFP6_1024_312 data-type                                                                                  1083
FCFP6_1024_365 number of missing values                                                                                  1083
FCFP6_1024_402 number of missing values                                                                                  1083
FCFP6_1024_432 data-type                                                                                  1083
FCFP6_1024_434 number of missing values                                                                                  1083
FCFP6_1024_439 number of missing values                                                                                  1083
FCFP6_1024_467 data-type                                                                                  1083
FCFP6_1024_467 number of missing values                                                                                  1083
FCFP6_1024_49 number of missing values                                                                                  1083
FCFP6_1024_500 data-type                                                                                  1083
FCFP6_1024_500 number of missing values                                                                                  1083
FCFP6_1024_504 number of missing values                                                                                  1083
FCFP6_1024_512 data-type                                                                                  1083
FCFP6_1024_512 number of missing values                                                                                  1083
FCFP6_1024_522 data-type                                                                                  1083
FCFP6_1024_523 data-type                                                                                  1083
FCFP6_1024_539 number of missing values                                                                                  1083
FCFP6_1024_543 data-type                                                                                  1083
FCFP6_1024_591 number of missing values                                                                                  1083
FCFP6_1024_5 data-type                                                                                  1083
FCFP6_1024_59 number of missing values                                                                                  1083
FCFP6_1024_605 data-type                                                                                  1083
FCFP6_1024_609 data-type                                                                                  1083
FCFP6_1024_609 number of missing values                                                                                  1083
FCFP6_1024_610 data-type                                                                                  1083
FCFP6_1024_624 data-type                                                                                  1083
FCFP6_1024_625 number of missing values                                                                                  1083
FCFP6_1024_633 data-type                                                                                  1083
FCFP6_1024_676 number of missing values                                                                                  1083
FCFP6_1024_685 data-type                                                                                  1083
FCFP6_1024_692 data-type                                                                                  1083
FCFP6_1024_692 number of missing values                                                                                  1083
FCFP6_1024_698 data-type                                                                                  1083
FCFP6_1024_715 data-type                                                                                  1083
FCFP6_1024_717 data-type                                                                                  1083
FCFP6_1024_717 number of missing values                                                                                  1083
FCFP6_1024_730 data-type                                                                                  1083
FCFP6_1024_738 data-type                                                                                  1083
FCFP6_1024_752 number of missing values                                                                                  1083
FCFP6_1024_762 data-type                                                                                  1083
FCFP6_1024_775 number of missing values                                                                                  1083
FCFP6_1024_799 data-type                                                                                  1083
FCFP6_1024_811 number of missing values                                                                                  1083
FCFP6_1024_818 data-type                                                                                  1083
FCFP6_1024_818 number of missing values                                                                                  1083
FCFP6_1024_852 data-type                                                                                  1083
FCFP6_1024_855 number of missing values                                                                                  1083
FCFP6_1024_858 number of missing values                                                                                  1083
FCFP6_1024_884 data-type                                                                                  1083
FCFP6_1024_888 data-type                                                                                  1083
FCFP6_1024_888 number of missing values                                                                                  1083
FCFP6_1024_920 data-type                                                                                  1083
FCFP6_1024_945 data-type                                                                                  1083
FCFP6_1024_950 number of missing values                                                                                  1083
FCFP6_1024_951 number of missing values                                                                                  1083
FCFP6_1024_95 number of missing values                                                                                  1083
FCFP6_1024_973 data-type                                                                                  1083
FCFP6_1024_1015 number of missing values                                                                                  1083
FCFP6_1024_150 number of missing values                                                                                  1083
FCFP6_1024_159 number of missing values                                                                                  1083
FCFP6_1024_161 number of missing values                                                                                  1083
FCFP6_1024_162 data-type                                                                                  1083
FCFP6_1024_162 number of missing values                                                                                  1083
FCFP6_1024_177 number of missing values                                                                                  1083
FCFP6_1024_224 data-type                                                                                  1083
FCFP6_1024_224 number of missing values                                                                                  1083
FCFP6_1024_226 number of missing values                                                                                  1083
FCFP6_1024_233 data-type                                                                                  1083
FCFP6_1024_236 number of missing values                                                                                  1083
FCFP6_1024_248 data-type                                                                                  1083
FCFP6_1024_275 number of missing values                                                                                  1083
FCFP6_1024_277 data-type                                                                                  1083
FCFP6_1024_287 data-type                                                                                  1083
FCFP6_1024_28 number of missing values                                                                                  1083
FCFP6_1024_292 number of missing values                                                                                  1083
FCFP6_1024_2 number of missing values                                                                                  1083
FCFP6_1024_305 data-type                                                                                  1083
FCFP6_1024_319 number of missing values                                                                                  1083
FCFP6_1024_334 number of missing values                                                                                  1083
FCFP6_1024_336 number of missing values                                                                                  1083
FCFP6_1024_342 data-type                                                                                  1083
FCFP6_1024_353 data-type                                                                                  1083
FCFP6_1024_362 data-type                                                                                  1083
FCFP6_1024_369 data-type                                                                                  1083
FCFP6_1024_378 data-type                                                                                  1083
FCFP6_1024_379 number of missing values                                                                                  1083
FCFP6_1024_393 data-type                                                                                  1083
FCFP6_1024_407 data-type                                                                                  1083
FCFP6_1024_444 number of missing values                                                                                  1083
FCFP6_1024_453 data-type                                                                                  1083
FCFP6_1024_454 data-type                                                                                  1083
FCFP6_1024_48 data-type                                                                                  1083
FCFP6_1024_535 data-type                                                                                  1083
FCFP6_1024_542 data-type                                                                                  1083
FCFP6_1024_552 data-type                                                                                  1083
FCFP6_1024_556 data-type                                                                                  1083
FCFP6_1024_604 number of missing values                                                                                  1083
FCFP6_1024_607 data-type                                                                                  1083
FCFP6_1024_607 number of missing values                                                                                  1083
FCFP6_1024_1012 number of missing values                                                                                  1083
FCFP6_1024_1021 data-type                                                                                  1083
FCFP6_1024_134 data-type                                                                                  1083
FCFP6_1024_165 data-type                                                                                  1083
FCFP6_1024_167 data-type                                                                                  1083
FCFP6_1024_196 number of missing values                                                                                  1083
FCFP6_1024_222 data-type                                                                                  1083
FCFP6_1024_225 data-type                                                                                  1083
FCFP6_1024_225 number of missing values                                                                                  1083
FCFP6_1024_22 data-type                                                                                  1083
FCFP6_1024_22 number of missing values                                                                                  1083
FCFP6_1024_253 data-type                                                                                  1083
FCFP6_1024_259 number of missing values                                                                                  1083
FCFP6_1024_263 number of missing values                                                                                  1083
FCFP6_1024_286 data-type                                                                                  1083
FCFP6_1024_302 data-type                                                                                  1083
FCFP6_1024_316 number of missing values                                                                                  1083
FCFP6_1024_332 number of missing values                                                                                  1083
FCFP6_1024_344 data-type                                                                                  1083
FCFP6_1024_352 number of missing values                                                                                  1083
FCFP6_1024_354 data-type                                                                                  1083
FCFP6_1024_364 data-type                                                                                  1083
FCFP6_1024_395 data-type                                                                                  1083
FCFP6_1024_408 data-type                                                                                  1083
FCFP6_1024_40 number of missing values                                                                                  1083
FCFP6_1024_420 data-type                                                                                  1083
FCFP6_1024_429 number of missing values                                                                                  1083
FCFP6_1024_448 data-type                                                                                  1083
FCFP6_1024_456 data-type                                                                                  1083
FCFP6_1024_456 number of missing values                                                                                  1083
FCFP6_1024_457 number of missing values                                                                                  1083
FCFP6_1024_470 data-type                                                                                  1083
FCFP6_1024_470 number of missing values                                                                                  1083
FCFP6_1024_475 data-type                                                                                  1083
FCFP6_1024_558 number of missing values                                                                                  1083
FCFP6_1024_574 data-type                                                                                  1083
FCFP6_1024_589 data-type                                                                                  1083
FCFP6_1024_589 number of missing values                                                                                  1083
FCFP6_1024_592 number of missing values                                                                                  1083
FCFP6_1024_636 number of missing values                                                                                  1083
FCFP6_1024_669 number of missing values                                                                                  1083
FCFP6_1024_670 data-type                                                                                  1083
FCFP6_1024_670 number of missing values                                                                                  1083
FCFP6_1024_679 data-type                                                                                  1083
FCFP6_1024_679 number of missing values                                                                                  1083
FCFP6_1024_68 number of missing values                                                                                  1083
FCFP6_1024_713 number of missing values                                                                                  1083
FCFP6_1024_716 number of missing values                                                                                  1083
FCFP6_1024_756 number of missing values                                                                                  1083
FCFP6_1024_784 data-type                                                                                  1083
FCFP6_1024_78 data-type                                                                                  1083
FCFP6_1024_801 data-type                                                                                  1083
FCFP6_1024_807 number of missing values                                                                                  1083
FCFP6_1024_808 number of missing values                                                                                  1083
FCFP6_1024_829 data-type                                                                                  1083
FCFP6_1024_849 data-type                                                                                  1083
FCFP6_1024_849 number of missing values                                                                                  1083
FCFP6_1024_864 number of missing values                                                                                  1083
FCFP6_1024_875 number of missing values                                                                                  1083
FCFP6_1024_880 number of missing values                                                                                  1083
FCFP6_1024_89 number of missing values                                                                                  1083
FCFP6_1024_900 number of missing values                                                                                  1083
FCFP6_1024_912 data-type                                                                                  1083
FCFP6_1024_917 number of missing values                                                                                  1083
FCFP6_1024_91 data-type                                                                                  1083
FCFP6_1024_926 number of missing values                                                                                  1083
FCFP6_1024_940 data-type                                                                                  1083
FCFP6_1024_940 number of missing values                                                                                  1083
FCFP6_1024_952 number of missing values                                                                                  1083
FCFP6_1024_982 number of missing values                                                                                  1083
FCFP6_1024_983 data-type                                                                                  1083
FCFP6_1024_1001 data-type                                                                                  1083
FCFP6_1024_107 data-type                                                                                  1083
FCFP6_1024_120 data-type                                                                                  1083
FCFP6_1024_120 number of missing values                                                                                  1083
FCFP6_1024_123 number of missing values                                                                                  1083
FCFP6_1024_128 number of missing values                                                                                  1083
FCFP6_1024_140 data-type                                                                                  1083
FCFP6_1024_140 number of missing values                                                                                  1083
FCFP6_1024_164 data-type                                                                                  1083
FCFP6_1024_172 data-type                                                                                  1083
FCFP6_1024_213 data-type                                                                                  1083
FCFP6_1024_226 data-type                                                                                  1083
FCFP6_1024_232 data-type                                                                                  1083
FCFP6_1024_232 number of missing values                                                                                  1083
FCFP6_1024_235 number of missing values                                                                                  1083
FCFP6_1024_269 data-type                                                                                  1083
FCFP6_1024_295 data-type                                                                                  1083
FCFP6_1024_299 number of missing values                                                                                  1083
FCFP6_1024_307 data-type                                                                                  1083
FCFP6_1024_402 data-type                                                                                  1083
FCFP6_1024_403 data-type                                                                                  1083
FCFP6_1024_403 number of missing values                                                                                  1083
FCFP6_1024_407 number of missing values                                                                                  1083
FCFP6_1024_410 number of missing values                                                                                  1083
FCFP6_1024_432 number of missing values                                                                                  1083
FCFP6_1024_464 number of missing values                                                                                  1083
FCFP6_1024_504 data-type                                                                                  1083
FCFP6_1024_520 data-type                                                                                  1083
FCFP6_1024_52 number of missing values                                                                                  1083
FCFP6_1024_541 data-type                                                                                  1083
FCFP6_1024_543 number of missing values                                                                                  1083
FCFP6_1024_561 data-type                                                                                  1083
FCFP6_1024_564 data-type                                                                                  1083
FCFP6_1024_564 number of missing values                                                                                  1083
FCFP6_1024_570 number of missing values                                                                                  1083
FCFP6_1024_591 data-type                                                                                  1083
FCFP6_1024_605 number of missing values                                                                                  1083
FCFP6_1024_60 data-type                                                                                  1083
FCFP6_1024_60 number of missing values                                                                                  1083
FCFP6_1024_624 number of missing values                                                                                  1083
FCFP6_1024_681 number of missing values                                                                                  1083
FCFP6_1024_698 number of missing values                                                                                  1083
FCFP6_1024_6 number of missing values                                                                                  1083
FCFP6_1024_700 number of missing values                                                                                  1083
FCFP6_1024_702 data-type                                                                                  1083
FCFP6_1024_707 number of missing values                                                                                  1083
FCFP6_1024_726 data-type                                                                                  1083
FCFP6_1024_74 data-type                                                                                  1083
FCFP6_1024_74 number of missing values                                                                                  1083
FCFP6_1024_752 data-type                                                                                  1083
FCFP6_1024_761 data-type                                                                                  1083
FCFP6_1024_803 number of missing values                                                                                  1083
FCFP6_1024_811 data-type                                                                                  1083
FCFP6_1024_816 data-type                                                                                  1083
FCFP6_1024_82 number of missing values                                                                                  1083
FCFP6_1024_832 data-type                                                                                  1083
FCFP6_1024_842 number of missing values                                                                                  1083
FCFP6_1024_847 data-type                                                                                  1083
FCFP6_1024_858 data-type                                                                                  1083
FCFP6_1024_891 data-type                                                                                  1083
FCFP6_1024_892 number of missing values                                                                                  1083
FCFP6_1024_920 number of missing values                                                                                  1083
FCFP6_1024_929 number of missing values                                                                                  1083
FCFP6_1024_976 data-type                                                                                  1083
FCFP6_1024_998 data-type                                                                                  1083
FCFP6_1024_1015 data-type                                                                                  1083
FCFP6_1024_131 data-type                                                                                  1083
FCFP6_1024_154 data-type                                                                                  1083
FCFP6_1024_159 data-type                                                                                  1083
FCFP6_1024_169 number of missing values                                                                                  1083
FCFP6_1024_170 data-type                                                                                  1083
FCFP6_1024_170 number of missing values                                                                                  1083
FCFP6_1024_171 number of missing values                                                                                  1083
FCFP6_1024_176 data-type                                                                                  1083
FCFP6_1024_176 number of missing values                                                                                  1083
FCFP6_1024_190 data-type                                                                                  1083
FCFP6_1024_202 number of missing values                                                                                  1083
FCFP6_1024_203 number of missing values                                                                                  1083
FCFP6_1024_257 data-type                                                                                  1083
FCFP6_1024_270 data-type                                                                                  1083
FCFP6_1024_270 number of missing values                                                                                  1083
FCFP6_1024_287 number of missing values                                                                                  1083
FCFP6_1024_2 data-type                                                                                  1083
FCFP6_1024_321 number of missing values                                                                                  1083
FCFP6_1024_333 number of missing values                                                                                  1083
FCFP6_1024_351 number of missing values                                                                                  1083
FCFP6_1024_35 number of missing values                                                                                  1083
FCFP6_1024_362 number of missing values                                                                                  1083
FCFP6_1024_369 number of missing values                                                                                  1083
FCFP6_1024_379 data-type                                                                                  1083
FCFP6_1024_426 data-type                                                                                  1083
FCFP6_1024_437 number of missing values                                                                                  1083
FCFP6_1024_453 number of missing values                                                                                  1083
FCFP6_1024_464 data-type                                                                                  1083
FCFP6_1024_469 number of missing values                                                                                  1083
FCFP6_1024_552 number of missing values                                                                                  1083
FCFP6_1024_569 data-type                                                                                  1083
FCFP6_1024_572 number of missing values                                                                                  1083
FCFP6_1024_604 data-type                                                                                  1083
FCFP6_1024_638 data-type                                                                                  1083
FCFP6_1024_647 data-type                                                                                  1083
FCFP6_1024_647 number of missing values                                                                                  1083
FCFP6_1024_655 data-type                                                                                  1083
FCFP6_1024_132 data-type                                                                                  1083
FCFP6_1024_19 number of missing values                                                                                  1083
FCFP6_1024_208 data-type                                                                                  1083
FCFP6_1024_241 number of missing values                                                                                  1083
FCFP6_1024_245 number of missing values                                                                                  1083
FCFP6_1024_253 number of missing values                                                                                  1083
FCFP6_1024_261 number of missing values                                                                                  1083
FCFP6_1024_30 data-type                                                                                  1083
FCFP6_1024_324 number of missing values                                                                                  1083
FCFP6_1024_332 data-type                                                                                  1083
FCFP6_1024_421 number of missing values                                                                                  1083
FCFP6_1024_534 number of missing values                                                                                  1083
FCFP6_1024_555 data-type                                                                                  1083
FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_592 data-type                                                                                  1083
FCFP6_1024_635 number of missing values                                                                                  1083
FCFP6_1024_696 number of missing values                                                                                  1083
FCFP6_1024_713 data-type                                                                                  1083
FCFP6_1024_716 data-type                                                                                  1083
FCFP6_1024_765 number of missing values                                                                                  1083
FCFP6_1024_776 number of missing values                                                                                  1083
FCFP6_1024_863 number of missing values                                                                                  1083
FCFP6_1024_868 number of missing values                                                                                  1083
FCFP6_1024_877 data-type                                                                                  1083
FCFP6_1024_87 data-type                                                                                  1083
FCFP6_1024_880 data-type                                                                                  1083
FCFP6_1024_980 number of missing values                                                                                  1083
FCFP6_1024_102 number of missing values                                                                                  1083
FCFP6_1024_172 number of missing values                                                                                  1083
FCFP6_1024_182 number of missing values                                                                                  1083
FCFP6_1024_220 number of missing values                                                                                  1083
FCFP6_1024_254 number of missing values                                                                                  1083
FCFP6_1024_269 number of missing values                                                                                  1083
FCFP6_1024_283 number of missing values                                                                                  1083
FCFP6_1024_307 number of missing values                                                                                  1083
FCFP6_1024_42 data-type                                                                                  1083
FCFP6_1024_476 number of missing values                                                                                  1083
FCFP6_1024_503 data-type                                                                                  1083
FCFP6_1024_525 data-type                                                                                  1083
FCFP6_1024_52 data-type                                                                                  1083
FCFP6_1024_561 number of missing values                                                                                  1083
FCFP6_1024_5 number of missing values                                                                                  1083
FCFP6_1024_625 data-type                                                                                  1083
FCFP6_1024_707 data-type                                                                                  1083
FCFP6_1024_730 number of missing values                                                                                  1083
FCFP6_1024_764 data-type                                                                                  1083
FCFP6_1024_777 data-type                                                                                  1083
FCFP6_1024_777 number of missing values                                                                                  1083
FCFP6_1024_799 number of missing values                                                                                  1083
FCFP6_1024_832 number of missing values                                                                                  1083
FCFP6_1024_842 data-type                                                                                  1083
FCFP6_1024_84 number of missing values                                                                                  1083
FCFP6_1024_851 number of missing values                                                                                  1083
FCFP6_1024_889 number of missing values                                                                                  1083
FCFP6_1024_891 number of missing values                                                                                  1083
FCFP6_1024_950 data-type                                                                                  1083
FCFP6_1024_1004 data-type                                                                                  1083
FCFP6_1024_1004 number of missing values                                                                                  1083
FCFP6_1024_131 number of missing values                                                                                  1083
FCFP6_1024_177 data-type                                                                                  1083
FCFP6_1024_215 data-type                                                                                  1083
FCFP6_1024_236 data-type                                                                                  1083
FCFP6_1024_282 data-type                                                                                  1083
FCFP6_1024_292 data-type                                                                                  1083
FCFP6_1024_297 number of missing values                                                                                  1083
FCFP6_1024_298 number of missing values                                                                                  1083
FCFP6_1024_333 data-type                                                                                  1083
FCFP6_1024_351 data-type                                                                                  1083
FCFP6_1024_353 number of missing values                                                                                  1083
FCFP6_1024_378 number of missing values                                                                                  1083
FCFP6_1024_388 data-type                                                                                  1083
FCFP6_1024_437 data-type                                                                                  1083
FCFP6_1024_463 number of missing values                                                                                  1083
FCFP6_1024_545 number of missing values                                                                                  1083
FCFP6_1024_551 number of missing values                                                                                  1083
FCFP6_1024_584 data-type                                                                                  1083
FCFP6_1024_623 number of missing values                                                                                  1083
FCFP6_1024_1023 number of missing values                                                                                  1083
FCFP6_1024_112 number of missing values                                                                                  1083
FCFP6_1024_1 number of missing values                                                                                  1083
FCFP6_1024_241 data-type                                                                                  1083
FCFP6_1024_254 data-type                                                                                  1083
FCFP6_1024_283 data-type                                                                                  1083
FCFP6_1024_384 number of missing values                                                                                  1083
FCFP6_1024_395 number of missing values                                                                                  1083
FCFP6_1024_448 number of missing values                                                                                  1083
FCFP6_1024_493 data-type                                                                                  1083
FCFP6_1024_534 data-type                                                                                  1083
FCFP6_1024_590 data-type                                                                                  1083
FCFP6_1024_618 number of missing values                                                                                  1083
FCFP6_1024_626 number of missing values                                                                                  1083
FCFP6_1024_635 data-type                                                                                  1083
FCFP6_1024_708 data-type                                                                                  1083
FCFP6_1024_734 data-type                                                                                  1083
FCFP6_1024_107 number of missing values                                                                                  1083
FCFP6_1024_295 number of missing values                                                                                  1083
FCFP6_1024_344 number of missing values                                                                                  1083
FCFP6_1024_570 data-type                                                                                  1083
FCFP6_1024_681 data-type                                                                                  1083
FCFP6_1024_976 number of missing values                                                                                  1083
FCFP6_1024_100 data-type                                                                                  1083
FCFP6_1024_149 data-type                                                                                  1083
FCFP6_1024_350 data-type                                                                                  1083
FCFP6_1024_551 data-type                                                                                  1083
FCFP6_1024_549 data-type                                                                                  1083
FCFP6_1024_708 number of missing values                                                                                  1083
FCFP6_1024_762 number of missing values                                                                                  1083
FCFP6_1024_992 number of missing values                                                                                  1083
FCFP6_1024_100 number of missing values                                                                                  1083
FCFP6_1024_336 data-type                                                                                  1083
FCFP6_1024_535 number of missing values                                                                                  1083
FCFP6_1024_1012 data-type                                                                                  1083
FCFP6_1024_1023 data-type                                                                                  1083
FCFP6_1024_181 data-type                                                                                  1083
FCFP6_1024_263 data-type                                                                                  1083
FCFP6_1024_288 number of missing values                                                                                  1083
FCFP6_1024_290 data-type                                                                                  1083
FCFP6_1024_290 number of missing values                                                                                  1083
FCFP6_1024_424 number of missing values                                                                                  1083
FCFP6_1024_438 data-type                                                                                  1083
FCFP6_1024_438 number of missing values                                                                                  1083
FCFP6_1024_457 data-type                                                                                  1083
FCFP6_1024_466 data-type                                                                                  1083
FCFP6_1024_579 data-type                                                                                  1083
FCFP6_1024_611 data-type                                                                                  1083
FCFP6_1024_669 data-type                                                                                  1083
FCFP6_1024_696 data-type                                                                                  1083
FCFP6_1024_699 number of missing values                                                                                  1083
FCFP6_1024_709 data-type                                                                                  1083
FCFP6_1024_78 number of missing values                                                                                  1083
FCFP6_1024_796 number of missing values                                                                                  1083
FCFP6_1024_808 data-type                                                                                  1083
FCFP6_1024_868 data-type                                                                                  1083
FCFP6_1024_900 data-type                                                                                  1083
FCFP6_1024_901 data-type                                                                                  1083
FCFP6_1024_901 number of missing values                                                                                  1083
FCFP6_1024_912 number of missing values                                                                                  1083
FCFP6_1024_946 data-type                                                                                  1083
FCFP6_1024_959 data-type                                                                                  1083
FCFP6_1024_982 data-type                                                                                  1083
FCFP6_1024_983 number of missing values                                                                                  1083
FCFP6_1024_999 data-type                                                                                  1083
FCFP6_1024_1005 data-type                                                                                  1083
FCFP6_1024_1017 number of missing values                                                                                  1083
FCFP6_1024_108 data-type                                                                                  1083
FCFP6_1024_123 data-type                                                                                  1083
FCFP6_1024_145 number of missing values                                                                                  1083
FCFP6_1024_158 data-type                                                                                  1083
FCFP6_1024_213 number of missing values                                                                                  1083
FCFP6_1024_312 number of missing values                                                                                  1083
FCFP6_1024_376 number of missing values                                                                                  1083
FCFP6_1024_434 data-type                                                                                  1083
FCFP6_1024_482 data-type                                                                                  1083
FCFP6_1024_503 number of missing values                                                                                  1083
FCFP6_1024_633 number of missing values                                                                                  1083
FCFP6_1024_676 data-type                                                                                  1083
FCFP6_1024_685 number of missing values                                                                                  1083
FCFP6_1024_746 number of missing values                                                                                  1083
FCFP6_1024_757 number of missing values                                                                                  1083
FCFP6_1024_775 data-type                                                                                  1083
FCFP6_1024_847 number of missing values                                                                                  1083
FCFP6_1024_889 data-type                                                                                  1083
FCFP6_1024_973 number of missing values                                                                                  1083
FCFP6_1024_998 number of missing values                                                                                  1083
FCFP6_1024_105 data-type                                                                                  1083
FCFP6_1024_146 data-type                                                                                  1083
FCFP6_1024_146 number of missing values                                                                                  1083
FCFP6_1024_187 data-type                                                                                  1083
FCFP6_1024_204 number of missing values                                                                                  1083
FCFP6_1024_274 number of missing values                                                                                  1083
FCFP6_1024_297 data-type                                                                                  1083
FCFP6_1024_319 data-type                                                                                  1083
FCFP6_1024_342 number of missing values                                                                                  1083
FCFP6_1024_35 data-type                                                                                  1083
FCFP6_1024_463 data-type                                                                                  1083
FCFP6_1024_469 data-type                                                                                  1083
FCFP6_1024_517 data-type                                                                                  1083
FCFP6_1024_518 data-type                                                                                  1083
FCFP6_1024_518 number of missing values                                                                                  1083
FCFP6_1024_584 number of missing values                                                                                  1083
FCFP6_1024_614 number of missing values                                                                                  1083
FCFP6_1024_121 number of missing values                                                                                  1083
FCFP6_1024_153 data-type                                                                                  1083
FCFP6_1024_153 number of missing values                                                                                  1083
FCFP6_1024_196 data-type                                                                                  1083
FCFP6_1024_208 number of missing values                                                                                  1083
FCFP6_1024_245 data-type                                                                                  1083
FCFP6_1024_259 data-type                                                                                  1083
FCFP6_1024_286 number of missing values                                                                                  1083
FCFP6_1024_320 number of missing values                                                                                  1083
FCFP6_1024_354 number of missing values                                                                                  1083
FCFP6_1024_364 number of missing values                                                                                  1083
FCFP6_1024_398 data-type                                                                                  1083
FCFP6_1024_398 number of missing values                                                                                  1083
FCFP6_1024_400 data-type                                                                                  1083
FCFP6_1024_400 number of missing values                                                                                  1083
FCFP6_1024_420 number of missing values                                                                                  1083
