Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_6.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
taskName                                                                          datasetName
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
20_newsgroups.drift                                                                                  20_newsgroups.drift
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
2dplanes                                                                                  2dplanes
AAPL_stock_price_2021_2022                                                                                  AAPL_stock_price_2021_2022
AAPL_stock_price_2021_2022_1                                                                                  AAPL_stock_price_2021_2022_1
AAPL_stock_price_2021_2022_2                                                                                  AAPL_stock_price_2021_2022_2
AAPL_stock_price_2021_2022_2                                                                                  AAPL_stock_price_2021_2022_2
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
APSFailure                                                                                  APSFailure
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Colon                                                                                  AP_Breast_Colon
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Kidney                                                                                  AP_Breast_Kidney
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Lung                                                                                  AP_Breast_Lung
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Omentum                                                                                  AP_Breast_Omentum
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Ovary                                                                                  AP_Breast_Ovary
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Prostate                                                                                  AP_Breast_Prostate
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Breast_Uterus                                                                                  AP_Breast_Uterus
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Kidney                                                                                  AP_Colon_Kidney
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Lung                                                                                  AP_Colon_Lung
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Omentum                                                                                  AP_Colon_Omentum
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Ovary                                                                                  AP_Colon_Ovary
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Prostate                                                                                  AP_Colon_Prostate
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Colon_Uterus                                                                                  AP_Colon_Uterus
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Breast                                                                                  AP_Endometrium_Breast
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Colon                                                                                  AP_Endometrium_Colon
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Kidney                                                                                  AP_Endometrium_Kidney
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Lung                                                                                  AP_Endometrium_Lung
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Omentum                                                                                  AP_Endometrium_Omentum
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Ovary                                                                                  AP_Endometrium_Ovary
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Prostate                                                                                  AP_Endometrium_Prostate
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Endometrium_Uterus                                                                                  AP_Endometrium_Uterus
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
AP_Lung_Kidney                                                                                  AP_Lung_Kidney
