Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
AMI-Net+: A Novel Multi-Instance Neural Network for Medical Diagnosis from Incomplete and Imbalanced Data                                                                                  Zeyuan Wang                                                                                  implemenation of AMI-Net+: A Novel Multi-Instance Neural Network for Medical Diagnosis from Incomplete and Imbalanced Data
A few filters are enough: Convolutional Neural Network for P300 Detection                                                                                  Gibran Fuentes-Pineda                                                                                  implemenation of A few filters are enough: Convolutional Neural Network for P300 Detection
A few filters are enough: Convolutional Neural Network for P300 Detection                                                                                  Alicia Montserrat Alvarado-Gonzalez                                                                                  implemenation of A few filters are enough: Convolutional Neural Network for P300 Detection
A few filters are enough: Convolutional Neural Network for P300 Detection                                                                                  Jorge Cervantes-Ojeda                                                                                  implemenation of A few filters are enough: Convolutional Neural Network for P300 Detection
Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network                                                                                  Sulabh Kumra                                                                                  implemenation of Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network
Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network                                                                                  Ferat Sahin                                                                                  implemenation of Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network
Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network                                                                                  Shirin Joshi                                                                                  implemenation of Antipodal Robotic Grasping using Generative Residual Convolutional Neural Network
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Ananthram Swami                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Gunjan Verma                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Sunny Raj                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Somesh Jha                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Susmit Jha                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Brian Jalaian                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Steven Fernandes                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
Attribution-Based Confidence Metric For Deep Neural Networks                                                                                  Sumit K. Jha                                                                                  implemenation of Attribution-Based Confidence Metric For Deep Neural Networks
A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View                                                                                  Lutz Eckstein                                                                                  implemenation of A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View
A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View                                                                                  Bastian Lampe                                                                                  implemenation of A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View
A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View                                                                                  Lennart Reiher                                                                                  implemenation of A Sim2Real Deep Learning Approach for the Transformation of Images from Multiple Vehicle-Mounted Cameras to a Semantically Segmented Image in Bird's Eye View
Anomalous sound detection based on interpolation deep neural network                                                                                  Harsh Purohit                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Anomalous sound detection based on interpolation deep neural network                                                                                  Kaori Suefusa                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Anomalous sound detection based on interpolation deep neural network                                                                                  Ryo Tanabe                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Anomalous sound detection based on interpolation deep neural network                                                                                  Takashi Endo                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Anomalous sound detection based on interpolation deep neural network                                                                                  Yohei Kawaguchi                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Anomalous sound detection based on interpolation deep neural network                                                                                  Tomoya Nishida                                                                                  implemenation of Anomalous sound detection based on interpolation deep neural network
Approximating Network Centrality Measures Using Node Embedding and Machine Learning                                                                                  Artur Ziviani                                                                                  implemenation of Approximating Network Centrality Measures Using Node Embedding and Machine Learning
Approximating Network Centrality Measures Using Node Embedding and Machine Learning                                                                                  Matheus R. F. Mendonça                                                                                  implemenation of Approximating Network Centrality Measures Using Node Embedding and Machine Learning
Approximating Network Centrality Measures Using Node Embedding and Machine Learning                                                                                  André M. S. Barreto                                                                                  implemenation of Approximating Network Centrality Measures Using Node Embedding and Machine Learning
A Refined Deep Learning Architecture for Diabetic Foot Ulcers Detection                                                                                  Manu Goyal                                                                                  implemenation of A Refined Deep Learning Architecture for Diabetic Foot Ulcers Detection
A Refined Deep Learning Architecture for Diabetic Foot Ulcers Detection                                                                                  Saeed Hassanpour                                                                                  implemenation of A Refined Deep Learning Architecture for Diabetic Foot Ulcers Detection
Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks                                                                                  Bahram Zonooz                                                                                  implemenation of Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks
Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks                                                                                  Elahe Arani                                                                                  implemenation of Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks
Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks                                                                                  Fahad Sarfraz                                                                                  implemenation of Adversarial Concurrent Training: Optimizing Robustness and Accuracy Trade-off of Deep Neural Networks
Anonymizing Machine Learning Models                                                                                  Abigail Goldsteen                                                                                  implemenation of Anonymizing Machine Learning Models
Anonymizing Machine Learning Models                                                                                  Ariel Farkash                                                                                  implemenation of Anonymizing Machine Learning Models
Anonymizing Machine Learning Models                                                                                  Gilad Ezov                                                                                  implemenation of Anonymizing Machine Learning Models
Anonymizing Machine Learning Models                                                                                  Micha Moffie                                                                                  implemenation of Anonymizing Machine Learning Models
Anonymizing Machine Learning Models                                                                                  Ron Shmelkin                                                                                  implemenation of Anonymizing Machine Learning Models
A Study of Genetic Algorithms for Hyperparameter Optimization of Neural Networks in Machine Translation                                                                                  Keshav Ganapathy                                                                                  implemenation of A Study of Genetic Algorithms for Hyperparameter Optimization of Neural Networks in Machine Translation
Adaptive Convolution Kernel for Artificial Neural Networks                                                                                  F. Boray Tek                                                                                  implemenation of Adaptive Convolution Kernel for Artificial Neural Networks
Adaptive Convolution Kernel for Artificial Neural Networks                                                                                  İlker Çam                                                                                  implemenation of Adaptive Convolution Kernel for Artificial Neural Networks
Adaptive Convolution Kernel for Artificial Neural Networks                                                                                  Deniz Karlı                                                                                  implemenation of Adaptive Convolution Kernel for Artificial Neural Networks
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Jiliang Tang                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Neil Shah                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Xiaorui Liu                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Yozen Liu                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Yao Ma                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
A Unified View on Graph Neural Networks as Graph Signal Denoising                                                                                  Tong Zhao                                                                                  implemenation of A Unified View on Graph Neural Networks as Graph Signal Denoising
An Unsupervised Deep Learning Approach for Real-World Image Denoising                                                                                  Kaisheng Ma                                                                                  implemenation of An Unsupervised Deep Learning Approach for Real-World Image Denoising
An Unsupervised Deep Learning Approach for Real-World Image Denoising                                                                                  Sia Huat Tan                                                                                  implemenation of An Unsupervised Deep Learning Approach for Real-World Image Denoising
An Unsupervised Deep Learning Approach for Real-World Image Denoising                                                                                  Dihan Zheng                                                                                  implemenation of An Unsupervised Deep Learning Approach for Real-World Image Denoising
An Unsupervised Deep Learning Approach for Real-World Image Denoising                                                                                  Chenglong Bao                                                                                  implemenation of An Unsupervised Deep Learning Approach for Real-World Image Denoising
