Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicated_grouped/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Accelerated Sampling of Rare Events using a Neural Network Bias Potential                                                                                  Rasool Ahmad                                                                                  implemenation of Accelerated Sampling of Rare Events using a Neural Network Bias Potential
Accelerated Sampling of Rare Events using a Neural Network Bias Potential                                                                                  Jose Blanchet                                                                                  implemenation of Accelerated Sampling of Rare Events using a Neural Network Bias Potential
Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks                                                                                  Renjing Xu                                                                                  implemenation of Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks
Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks                                                                                  Yuetong Fang                                                                                  implemenation of Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks
Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks                                                                                  Jiahang Cao                                                                                  implemenation of Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks
Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks                                                                                  Ziqing Wang                                                                                  implemenation of Adaptive Calibration: A Unified Conversion Framework of Spiking Neural Networks
Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images                                                                                  Jiyuan Zhong                                                                                  implemenation of Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images
Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images                                                                                  Hu Ke                                                                                  implemenation of Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images
Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images                                                                                  Ming Yan                                                                                  implemenation of Adaptive Feature Fusion Neural Network for Glaucoma Segmentation on Unseen Fundus Images
Addressing Noise and Efficiency Issues in Graph-Based Machine Learning Models From the Perspective of Adversarial Attack                                                                                  Yongyu Wang                                                                                  implemenation of Addressing Noise and Efficiency Issues in Graph-Based Machine Learning Models From the Perspective of Adversarial Attack
Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal                                                                                  MohammadReza Hosseinzadehketilateh                                                                                  implemenation of Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal
Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal                                                                                  Nima Karimian                                                                                  implemenation of Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal
Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal                                                                                  Banafsheh Adami                                                                                  implemenation of Advancements in Continuous Glucose Monitoring: Integrating Deep Learning and ECG Signal
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Amirul Islam Saimon                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Emmanuel Yangue                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Kong                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Zhenyu                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Xiaowei Yue                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges                                                                                  Chenang Liu                                                                                  implemenation of Advancing Additive Manufacturing through Deep Learning: A Comprehensive Review of Current Progress and Future Challenges
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Antonia Railda Roel                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Asser Botelho Santana                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Higor Henrique                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  João Vitor de Andrade Porto                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Karla Rejane de Andrade Porto                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Micheli Nayara de Oliveira Vicente                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Picoli Nucci                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Gabriel Toshio Hirokawa Higa                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Aedes aegypti Egg Counting with Neural Networks for Object Detection                                                                                  Hemerson Pistori                                                                                  implemenation of Aedes aegypti Egg Counting with Neural Networks for Object Detection
Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset                                                                                  N. Rich Nguyen                                                                                  implemenation of Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset
Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset                                                                                  Andrew Barros                                                                                  implemenation of Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset
Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset                                                                                  Ian German-Mesner                                                                                  implemenation of Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset
Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset                                                                                  J. Randall Moorman                                                                                  implemenation of Age Prediction From 12-lead Electrocardiograms Using Deep Learning: A Comparison of Four Models on a Contemporary, Freely Available Dataset
Air Quality Forecasting Using Machine Learning: A Global perspective with Relevance to Low-Resource Settings                                                                                  Hyebong Choi                                                                                  implemenation of Air Quality Forecasting Using Machine Learning: A Global perspective with Relevance to Low-Resource Settings
Air Quality Forecasting Using Machine Learning: A Global perspective with Relevance to Low-Resource Settings                                                                                  Mulomba Mukendi Christian                                                                                  implemenation of Air Quality Forecasting Using Machine Learning: A Global perspective with Relevance to Low-Resource Settings
An Emotion Recognition Embedded System using a Lightweight Deep Learning Model                                                                                  Mehdi Bazargani                                                                                  implemenation of An Emotion Recognition Embedded System using a Lightweight Deep Learning Model
An Emotion Recognition Embedded System using a Lightweight Deep Learning Model                                                                                  Zahra Baharlouei                                                                                  implemenation of An Emotion Recognition Embedded System using a Lightweight Deep Learning Model
An Emotion Recognition Embedded System using a Lightweight Deep Learning Model                                                                                  Mohammadreza Yazdchi                                                                                  implemenation of An Emotion Recognition Embedded System using a Lightweight Deep Learning Model
An Emotion Recognition Embedded System using a Lightweight Deep Learning Model                                                                                  Amir Tahmasebi                                                                                  implemenation of An Emotion Recognition Embedded System using a Lightweight Deep Learning Model
An Ensemble Framework for Explainable Geospatial Machine Learning Models                                                                                  Lingbo Liu                                                                                  implemenation of An Ensemble Framework for Explainable Geospatial Machine Learning Models
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Rocío Gonzalez-Diaz                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Eduardo Paluzo-Hidalgo                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Víctor Toscano-Durán                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Matteo Rucco                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Javier Perera-Lago                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning                                                                                  Miguel Ángel Gutierrez-Naranjo                                                                                  implemenation of An In-Depth Analysis of Data Reduction Methods for Sustainable Deep Learning
Analyzing Neural Network-Based Generative Diffusion Models through Convex Optimization                                                                                  Fangzhao Zhang                                                                                  implemenation of Analyzing Neural Network-Based Generative Diffusion Models through Convex Optimization
